trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,label,genre
1A6OTy97kk0mMdm78rHsm8,0.753,0.498,-5.61,0.0504,0.551,0.0,0.0706,0.927,89.95,hip hop,Electro
3Q6F8RByyhRTJpRtZLY3cg,0.923,0.604,-6.671,0.245,0.017,0.0,0.272,0.826,145.062,hip hop,Rap/Hip Hop
0rNpm25xLsckCS9JPAgpwP,0.469,0.309,-11.858,0.0341,0.863,0.809,0.0923,0.185,90.062,hip hop,Brazilian Music
3LmvfNUQtglbTrydsdIqFU,0.837,0.462,-7.89,0.0601,0.0339,0.0,0.09,0.762,139.986,hip hop,Rap/Hip Hop
55CHeLEfn5iJ0IIkgaa4si,0.843,0.741,-5.609,0.334,0.0252,0.0,0.096,0.68,168.983,hip hop,Rap/Hip Hop
75L0qdzRnhwV62UXoNq3pE,0.606,0.811,-4.667,0.278,0.00782,1.49e-05,0.349,0.276,156.347,hip hop,Rap/Hip Hop
6zMUIb4uce1CzpbjR3vMdN,0.665,0.695,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119,hip hop,Rap/Hip Hop
6cTLMb7FncAoQNMUZPFrCT,0.614,0.868,-3.833,0.28,0.0484,0.0,0.231,0.361,115.913,hip hop,R&B
2XncSBceg7BwEpbWVI6FLi,0.855,0.845,-6.163,0.067,0.0179,0.0,0.287,0.89,104.347,hip hop,Rap/Hip Hop
67awxiNHNyjMXhVgsHuIrs,0.818,0.799,-4.1,0.156,0.00107,0.128,0.057,0.0815,100.014,hip hop,Rap/Hip Hop
6sHsXIJoEN5JpdkGMQDJxt,0.704,0.707,-6.537,0.0391,0.539,0.00106,0.318,0.761,93.145,hip hop,Rap/Hip Hop
2eMwDehkIC1j68U6FA3Eiq,0.732,0.75,-6.366,0.231,0.00264,0.0,0.109,0.401,155.096,hip hop,R&B
5UHMotzeBUKNgpK8FBb5U3,0.882,0.617,-7.524,0.365,0.107,0.0,0.277,0.664,91.043,hip hop,Pop
5hF2LnbkpnXCkksMSeWcxZ,0.786,0.511,-6.66,0.286,0.0825,0.0,0.12,0.587,80.0,hip hop,Pop
2ntj6zoYOXfdQDzxo2kHrD,0.902,0.653,-5.425,0.284,0.19,0.000983,0.0895,0.863,94.069,hip hop,Rap/Hip Hop
6RUpJeXT6U4SPEafnr9Wr7,0.537,0.948,-3.063,0.355,0.151,0.0,0.356,0.792,186.151,hip hop,Pop
4HfxDJ0uLHTLe0fZrx0MbQ,0.881,0.361,-14.728,0.237,0.0502,0.00458,0.246,0.799,96.43,hip hop,Rap/Hip Hop
2dxjKgT0li4qBI3QwuN9Ih,0.552,0.846,-4.912,0.342,0.0114,0.0,0.309,0.554,98.56,hip hop,Rap/Hip Hop
6EElYDYyvvohMNDbYnrvn4,0.684,0.916,-3.857,0.43,0.169,1.63e-05,0.123,0.553,93.477,hip hop,Rap/Hip Hop
3ssX20QT5c3nA9wk78V1LQ,0.801,0.908,-6.554,0.221,0.00253,0.000655,0.0698,0.805,87.279,hip hop,Rap/Hip Hop
7wBJfHzpfI3032CSD7CE2m,0.487,0.789,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,hip hop,Rap/Hip Hop
3d5sFXzamm1Bak74pl1eU9,0.766,0.384,-9.382,0.0414,0.167,0.87,0.112,0.63,135.001,hip hop,Rap/Hip Hop
7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,hip hop,Rap/Hip Hop
7I6DceMT3utDOHjcYCbrr4,0.798,0.443,-6.062,0.0403,0.244,0.0,0.326,0.354,125.232,hip hop,Rap/Hip Hop
6rLi6PyWXu1rPlShuIZpj6,0.945,0.582,-8.357,0.0719,0.114,0.0,0.103,0.907,108.025,hip hop,Rap/Hip Hop
0AA6zq5ArZ1sSH7VIMi4NK,0.621,0.6,-6.349,0.576,0.277,0.0,0.495,0.485,80.021,hip hop,Rap/Hip Hop
5EzL7hGT9g2Tvqsy158Lu9,0.943,0.641,-5.598,0.191,0.0016,0.0,0.211,0.242,99.099,hip hop,Pop
5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,-6.351,0.0421,0.199,1.66e-05,0.165,0.394,136.949,hip hop,Rap/Hip Hop
4okFdEte6SmTcGYuemlqAS,0.84,0.236,-11.361,0.1,0.0224,0.0904,0.34,0.122,135.986,hip hop,Rap/Hip Hop
6GAemDMWAXa8wZOBkO1gar,0.887,0.419,-10.961,0.353,0.114,0.268,0.129,0.576,96.149,hip hop,Rap/Hip Hop
16Ij1j3ZawPQ2vxsnusKLY,0.934,0.487,-9.281,0.283,0.267,0.0,0.127,0.924,139.97,hip hop,Rap/Hip Hop
4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022,hip hop,R&B
1PS1QMdUqOal0ai3Gt7sDQ,0.629,0.696,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,hip hop,Rap/Hip Hop
3wScL5W8H40zzCKN0atfBk,0.743,0.87,-2.188,0.212,0.0595,0.0,0.299,0.884,99.079,hip hop,Rap/Hip Hop
2ANLarE8yHVsLWW21nj79M,0.843,0.359,-7.417,0.461,0.069,0.0,0.12,0.156,81.987,hip hop,Rap/Hip Hop
3aw9iWUQ3VrPQltgwvN9Xu,0.911,0.551,-3.75,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,hip hop,R&B
5czjjnbTatyFal33a9h1aN,0.796,0.798,-7.456,0.262,0.0153,0.0,0.106,0.692,94.016,hip hop,Rap/Hip Hop
5iUQMwxUPdJBFeGkePtM66,0.836,0.67,-6.907,0.23,0.00826,0.000355,0.0837,0.556,107.018,hip hop,Rap/Hip Hop
5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,-10.179,0.505,0.17,0.0,0.262,0.707,120.04,hip hop,Rap/Hip Hop
0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,-5.225,0.0997,0.392,0.0,0.11,0.386,98.052,hip hop,Rap/Hip Hop
6MBEjJlXQYXr8dfxDvZuoA,0.826,0.67,-5.559,0.169,0.00798,0.0,0.495,0.794,74.007,hip hop,Rap/Hip Hop
4pmc2AxSEq6g7hPVlJCPyP,0.771,0.685,-4.639,0.0567,0.00543,0.00157,0.0537,0.683,88.997,hip hop,Rap/Hip Hop
22Mme5vsZ688TMUieIHdx3,0.756,0.857,-4.185,0.336,0.0452,0.0,0.121,0.688,140.017,hip hop,Rap/Hip Hop
24H5KPBdSvHQMRXTp12K3J,0.369,0.785,-6.269,0.2,0.00299,0.0,0.206,0.443,104.033,hip hop,Rap/Hip Hop
3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,hip hop,Rap/Hip Hop
46THN9jjPWhSqFUu6YsBhv,0.679,0.734,-5.542,0.444,0.0241,1.65e-06,0.369,0.245,145.028,hip hop,Rap/Hip Hop
76mzio0HuYMaCfIDd5EU1w,0.534,0.925,-4.945,0.14,0.0138,0.0,0.709,0.557,154.072,hip hop,Rap/Hip Hop
7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,-1.299,0.0774,0.0827,0.0,0.163,0.621,133.974,hip hop,Rap/Hip Hop
1A7dxsO3dCOPkQHvbQJO27,0.756,0.829,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163,hip hop,Rap/Hip Hop
1pOIpxfrQ8AszXZdKR3aH3,0.894,0.698,-8.264,0.275,0.0279,3.56e-06,0.329,0.695,98.104,hip hop,Rap/Hip Hop
6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,-9.104,0.0803,0.457,0.0,0.128,0.352,149.937,hip hop,Pop
3PBC860LAeS4utDAqlqIe2,0.611,0.464,-8.068,0.294,0.0171,0.214,0.0794,0.274,127.766,hip hop,Rap/Hip Hop
0WLhJ2NBuZHuoHY8pLVHJ0,0.84,0.692,-5.399,0.0356,0.00181,0.0,0.344,0.145,100.046,hip hop,Rap/Hip Hop
4qikXelSRKvoCqFcHLB2H2,0.563,0.496,-9.381,0.406,0.0685,5.8e-05,0.173,0.426,139.993,hip hop,Rap/Hip Hop
1vFVOr0psCHVWjjK2Jp298,0.496,0.969,-0.835,0.38,0.00828,0.0,0.0953,0.461,92.034,hip hop,Rap/Hip Hop
4kOTDj4SiZPkW1p96WMDNv,0.95,0.803,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0,hip hop,Rap/Hip Hop
2t7D3y0jvYjR8IP9Bosyew,0.544,0.744,-5.007,0.0889,0.185,0.0,0.336,0.572,73.699,hip hop,Rap/Hip Hop
0z5ZPs57J2KERwM1tBM2GF,0.365,0.751,-5.429,0.304,0.000707,0.0,0.318,0.604,79.119,hip hop,Rap/Hip Hop
6H0AwSQ20mo62jGlPGB8S6,0.822,0.502,-7.38,0.148,0.0312,0.000887,0.114,0.525,73.003,hip hop,Pop
7bIXxtS6oLDBNzrQpqHS62,0.729,0.569,-7.081,0.399,0.833,0.0612,0.125,0.756,148.291,hip hop,Rap/Hip Hop
4YIC82vyZpWPc87MUK472B,0.853,0.594,-6.682,0.107,0.106,0.0,0.0885,0.351,90.001,hip hop,Rap/Hip Hop
3dFwpxh2yH7C7p9BGEKLVB,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017,hip hop,R&B
4kNvYhyl8R6m1vykVkcuBu,0.67,0.515,-6.977,0.397,0.0705,0.0,0.25,0.422,122.006,hip hop,Rap/Hip Hop
6VixoRqnikN4QqegoKUSbH,0.495,0.883,-4.087,0.299,0.287,0.0,0.138,0.782,92.136,hip hop,R&B
4AE7Lj39VnSZNOmGH2iZaq,0.874,0.63,-3.585,0.298,0.0578,0.00479,0.0582,0.717,95.0,hip hop,Rap/Hip Hop
3zSCNTXI7Ed0PiidZVmzIe,0.778,0.549,-6.144,0.0473,0.0549,0.0,0.0724,0.802,133.041,hip hop,Rap/Hip Hop
3X414ZlCf5U7pcpIaIcUkT,0.763,0.541,-8.843,0.329,0.466,0.0,0.0693,0.885,90.032,hip hop,Rap/Hip Hop
6KqKg8IPuvtDB3PNAvffFf,0.964,0.642,-5.831,0.109,0.0543,3.68e-05,0.158,0.547,107.006,hip hop,Rap/Hip Hop
7hav1MHURQf5SAoPk0egqh,0.772,0.634,-6.101,0.212,0.135,0.0,0.432,0.671,160.052,hip hop,Rap/Hip Hop
3hpUL1gDZWiz8k4DtYhZsS,0.964,0.727,-4.441,0.121,0.204,0.0,0.0638,0.913,107.067,hip hop,Rap/Hip Hop
43BlKpJcSrC9AsJ3F1DKg9,0.877,0.677,-4.969,0.356,0.0439,0.0,0.0986,0.627,144.941,hip hop,Rap/Hip Hop
44gRhRi2OhEf7moAUj6MD1,0.59,0.618,-5.756,0.334,0.0127,0.0,0.244,0.153,96.459,hip hop,Rap/Hip Hop
6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049,hip hop,Rap/Hip Hop
0AUvWawuP0ibk4SQ3sIZjk,0.834,0.663,-6.143,0.133,0.235,0.0,0.372,0.774,121.876,hip hop,Rap/Hip Hop
07VOlyshShGMYBPgjTIZoz,0.894,0.604,-10.026,0.378,0.232,0.0,0.347,0.496,139.175,hip hop,Rap/Hip Hop
1iSqfoUFnQwV0QW1EfUit8,0.735,0.369,-9.682,0.0688,0.334,0.0,0.126,0.235,140.004,hip hop,Rap/Hip Hop
3jVtllWS5CFFWLQng8sKsr,0.742,0.595,-7.51,0.107,0.15,0.0,0.111,0.431,101.013,hip hop,Rap/Hip Hop
4CNcRgjGw1v9VQaTaytdnD,0.609,0.757,-5.605,0.119,0.299,0.0,0.63,0.379,128.022,hip hop,R&B
0X8DcetL926BYiPJYstJTc,0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,hip hop,Rap/Hip Hop
503OTo2dSqe7qk76rgsbep,0.816,0.775,-3.323,0.234,0.16,0.00031,0.0543,0.527,93.431,hip hop,Rap/Hip Hop
5gub2bpJRgJP4m4MliqtdV,0.901,0.464,-9.789,0.0645,0.368,1.71e-05,0.238,0.638,109.004,hip hop,Rap/Hip Hop
6Kp8tQd95YPSrSUTkll2Of,0.805,0.754,-6.679,0.156,0.0468,1.79e-06,0.0855,0.844,90.214,hip hop,R&B
3SwlakM6VX47IwG0Wll5ek,0.807,0.97,-6.056,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,hip hop,R&B
6YYd5MLpu45J0uLrMdivF7,0.934,0.459,-7.654,0.189,0.0516,0.0,0.222,0.697,103.04,hip hop,R&B
6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,-8.205,0.364,0.0751,0.0,0.128,0.584,175.906,hip hop,R&B
7tlWwaEioNXTYZFmuMELdc,0.798,0.418,-10.655,0.0375,0.705,7.84e-05,0.0834,0.373,124.943,hip hop,Rap/Hip Hop
7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,-3.525,0.102,0.273,0.0,0.149,0.734,138.009,hip hop,Rap/Hip Hop
1VLtjHwRWOVJiE5Py7JxoQ,0.832,0.534,-7.813,0.253,0.345,0.0,0.165,0.116,93.924,hip hop,Pop
4kVmLlBnLcfXIZIIhq3VUq,0.667,0.392,-11.555,0.11,0.791,0.0624,0.139,0.524,82.071,hip hop,Rap/Hip Hop
60WcXjimfbhk6T0gj1Eufg,0.802,0.785,-4.781,0.207,0.14,0.0,0.123,0.435,99.998,hip hop,Rap/Hip Hop
07twUUK8jWUCVsrSoEgbLW,0.741,0.678,-5.835,0.355,0.0204,0.0,0.0782,0.718,165.106,hip hop,Rap/Hip Hop
1K5KBOgreBi5fkEHvg5ap3,0.795,0.574,-6.903,0.487,0.067,0.0,0.15,0.537,142.053,hip hop,Pop
7yotKA30dwTKNEGomV9ZsI,0.823,0.783,-6.274,0.154,0.21,0.0,0.113,0.199,141.882,hip hop,Pop
4Z5FyQlevoHoa5FsIVKZju,0.849,0.536,-7.307,0.349,0.0239,0.0,0.126,0.308,141.964,hip hop,R&B
51Fjme0JiitpyXKuyQiCDo,0.843,0.391,-7.899,0.0845,0.181,0.0,0.137,0.496,129.972,hip hop,Rap/Hip Hop
0aj2QKJvz6CePykmlTApiD,0.841,0.629,-5.351,0.0442,0.0729,0.0,0.0742,0.87,97.963,hip hop,Rap/Hip Hop
43PBE5b3RJgwfi1i9xKtEs,0.686,0.672,-6.069,0.338,0.0144,0.0,0.0653,0.625,92.472,hip hop,Rap/Hip Hop
3QzAOrNlsabgbMwlZt7TAY,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008,hip hop,Rap/Hip Hop
7FOJvA3PxiIU0DN3JjQ7jT,0.667,0.61,-7.054,0.217,0.322,0.000203,0.426,0.465,99.991,hip hop,Rap/Hip Hop
0WgLpgUdThEpA5L5K0SKq7,0.723,0.84,-3.523,0.0608,0.0619,0.0,0.0945,0.827,94.332,hip hop,Rap/Hip Hop
6zOg9gP62RJSsKFeOBAgvH,0.764,0.525,-5.969,0.048,0.0296,0.0,0.0993,0.787,95.813,hip hop,Rap/Hip Hop
5XhkV07Vou38wnrzwURUOC,0.692,0.833,-3.974,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,hip hop,Pop
53ETzLQQKFCzykRbqWb1ph,0.678,0.572,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,hip hop,Rap/Hip Hop
5RqR4ZCCKJDcBLIn4sih9l,0.728,0.431,-9.966,0.0622,0.749,0.0,0.0996,0.629,130.022,hip hop,R&B
0A1hoCfMLkiAgvhWkkucJa,0.914,0.732,-6.1,0.241,0.0166,0.0,0.107,0.469,94.066,hip hop,Rap/Hip Hop
1nFgXsg2CUbyK0BJX9cmfj,0.74,0.694,-7.488,0.505,0.153,0.0,0.137,0.249,143.894,hip hop,Rap/Hip Hop
3oairMMtNVnUppKwroxou4,0.658,0.771,-4.318,0.271,0.016,0.0,0.654,0.516,85.949,hip hop,R&B
2QqJTIlGKRLJC3onkavYEz,0.752,0.673,-5.792,0.153,0.0538,0.0,0.133,0.35,164.009,hip hop,Rap/Hip Hop
3ZB4h7rWKKIMC06EzFiuE9,0.774,0.502,-5.371,0.108,0.441,0.0193,0.158,0.736,95.084,hip hop,Rap/Hip Hop
0UaMYEvWZi0ZqiDOoHU3YI,0.904,0.813,-7.105,0.121,0.0311,0.00697,0.0471,0.81,125.461,hip hop,Pop
2MYl0er3UZ1RlKwRb5LODh,0.609,0.799,-6.883,0.24,0.33,0.0,0.108,0.582,157.74,hip hop,Rap/Hip Hop
5vGLcdRuSbUhD8ScwsGSdA,0.711,0.598,-7.621,0.182,0.19,0.0,0.15,0.737,140.175,hip hop,Rap/Hip Hop
3rbNV2GI8Vtd8byhUtXZID,0.704,0.569,-4.998,0.247,0.0488,0.0,0.191,0.313,109.314,hip hop,Rap/Hip Hop
1FvU97lrWOG2NRxErh6OZz,0.897,0.661,-6.2,0.27,0.0633,0.0,0.116,0.193,127.081,hip hop,Rap/Hip Hop
4piae89WoVnwucdJzWrB7M,0.776,0.968,-4.25,0.0914,0.00147,0.0,0.204,0.667,97.765,hip hop,Pop
4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,hip hop,Rap/Hip Hop
4s0o8TJHfX9LLHa0umnOzT,0.814,0.387,-9.867,0.0945,0.0248,0.0,0.131,0.792,93.961,hip hop,Rap/Hip Hop
41bIQPBE1lFN0mmw6Lmssz,0.576,0.807,-3.908,0.317,0.353,0.000363,0.0512,0.908,90.012,hip hop,Rap/Hip Hop
1yRBHnXfl6wjCnM6dYRXq0,0.775,0.613,-9.831,0.145,0.0413,0.0,0.5,0.789,103.65,hip hop,Rap/Hip Hop
1aWV3uY3SIEZVbmv45oFWS,0.811,0.458,-9.688,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,hip hop,Rap/Hip Hop
2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998,hip hop,Rap/Hip Hop
3djNBlI7xOggg7pnsOLaNm,0.761,0.847,-3.068,0.0417,0.0292,2.26e-06,0.39,0.765,91.519,hip hop,Rap/Hip Hop
4PlwZcXyJwoYPgafhglDgq,0.896,0.441,-12.142,0.317,0.199,0.0,0.0679,0.628,109.975,hip hop,Rap/Hip Hop
5jnxxpX2834SB6LJ0S73Uz,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,hip hop,Rap/Hip Hop
1wZqJM5FGDEl3FjHDxDyQd,0.717,0.347,-10.265,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987,hip hop,Rap/Hip Hop
4AtZRwSR8BOTTQg5ihSggt,0.417,0.58,-4.574,0.207,0.0307,1.45e-06,0.179,0.139,68.58,hip hop,Rap/Hip Hop
4LujRMTMwAfFKjm45tixHY,0.831,0.935,-6.02,0.197,0.0374,0.0,0.33,0.367,102.836,hip hop,Rap/Hip Hop
6brl7bwOHmGFkNw3MBqssT,0.452,0.574,-8.336,0.31,0.246,0.0,0.189,0.58,92.791,hip hop,Rap/Hip Hop
7DFnq8FYhHMCylykf6ZCxA,0.536,0.612,-5.847,0.272,0.119,0.0,0.209,0.57,86.768,hip hop,Rap/Hip Hop
6glsMWIMIxQ4BedzLqGVi4,0.725,0.64,-7.905,0.332,0.0281,0.0,0.099,0.915,166.028,hip hop,Rap/Hip Hop
5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,-4.565,0.257,0.00868,0.000423,0.359,0.0612,171.374,hip hop,Rap/Hip Hop
2nBI3iWLhupR7LyAJ5GGkE,0.692,0.774,-2.48,0.0876,0.0623,0.0,0.873,0.349,134.952,hip hop,Rap/Hip Hop
2tOZtdbkAMQASWokLvSlzj,0.828,0.792,-5.435,0.179,0.182,0.0,0.281,0.777,134.199,hip hop,Rap/Hip Hop
6hxn98poTu1O4YZfafvC18,0.838,0.72,-6.593,0.384,0.0312,1.11e-05,0.422,0.845,93.76,hip hop,Rap/Hip Hop
1EWkw4Fa6IlnsAihLUlFFM,0.389,0.768,-4.765,0.256,0.038,0.0,0.119,0.334,90.146,hip hop,R&B
6OSmeoh8kXhCfz9WqvzDoJ,0.717,0.583,-5.008,0.146,0.506,0.0,0.0821,0.816,139.76,hip hop,Rap/Hip Hop
1gZ7i4qxXkHZb1r6eioaAP,0.877,0.637,-3.493,0.101,0.00516,2.5e-06,0.0959,0.569,119.988,hip hop,Rap/Hip Hop
29LHe8kG3PraghUZOZYsw4,0.658,0.621,-5.725,0.231,0.0667,2.46e-06,0.142,0.817,91.267,hip hop,Rap/Hip Hop
0wXuerDYiBnERgIpbb3JBR,0.743,0.347,-11.174,0.121,0.167,0.00951,0.103,0.572,160.143,hip hop,Rap/Hip Hop
5CFJRZRq6sdKKtRwNPWbYv,0.619,0.589,-6.531,0.124,0.43,0.000392,0.378,0.158,143.896,hip hop,Rap/Hip Hop
1rylJ0VXvhOzLGNm401iaI,0.671,0.737,-5.131,0.108,0.0338,0.00344,0.0596,0.197,90.519,hip hop,Rap/Hip Hop
1dIWPXMX4kRHj6Dt2DStUQ,0.571,0.767,-5.16,0.287,0.336,0.0,0.0809,0.605,93.421,hip hop,R&B
65ES1qwOB577ZnTkizMXJJ,0.901,0.934,-2.345,0.273,0.00794,7.68e-05,0.194,0.868,150.037,hip hop,Rap/Hip Hop
0WKYRFtH6KKbaNWjsxqm70,0.549,0.853,-4.293,0.188,0.0285,0.000296,0.618,0.346,94.695,hip hop,Rap/Hip Hop
0exb0K7vsjf5bXWLJJhAuF,0.648,0.801,-7.24,0.167,0.154,0.0,0.339,0.807,78.946,hip hop,R&B
6mz1fBdKATx6qP4oP1I65G,0.749,0.605,-9.359,0.086,0.00186,0.0381,0.115,0.966,142.024,hip hop,Rap/Hip Hop
6UaRii9AH6Zss9xNMEQ2M9,0.746,0.922,-5.014,0.236,0.246,0.0,0.515,0.638,86.961,hip hop,R&B
2Ih217RCGAmyQR68Nn7Cqo,0.747,0.52,-10.523,0.0357,0.0977,0.0537,0.142,0.601,92.869,hip hop,Rap/Hip Hop
5Tj4faD9lGyMw8ZatUYR6G,0.904,0.672,-6.544,0.197,0.00382,3e-06,0.138,0.398,139.984,hip hop,Rap/Hip Hop
4gdQ8QShlC3toP9Mkc8DwB,0.754,0.767,-5.586,0.145,0.0216,0.0,0.172,0.828,83.014,hip hop,Rap/Hip Hop
0nq6sfr8z1R5KJ4XUk396e,0.541,0.734,-4.232,0.166,0.0621,0.0,0.12,0.321,162.304,hip hop,Rap/Hip Hop
68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,-8.238,0.118,0.257,0.0,0.0465,0.676,86.412,hip hop,Rap/Hip Hop
5mZ9cFi7a1jq1BXjicPy8f,0.626,0.229,-15.701,0.046,0.358,0.48,0.116,0.393,130.065,hip hop,Pop
5NOUjBikzECEJyZMTxtErD,0.831,0.62,-8.397,0.338,0.0582,0.0,0.119,0.568,133.17,hip hop,Pop
0XRbYXQUymj9SJkrr8YK5B,0.598,0.732,-7.013,0.425,0.144,0.0,0.508,0.595,172.329,hip hop,Rap/Hip Hop
4HDCLYli2SUdkq9OjmvhSD,0.43,0.7,-5.35,0.264,0.0902,0.0,0.216,0.731,158.373,hip hop,Rap/Hip Hop
1YrHyDbH17btvI2rFTkbCQ,0.863,0.771,-2.77,0.19,0.00954,0.0,0.288,0.812,95.029,hip hop,Rap/Hip Hop
4SZ3B3y1TbwTK4OIXMOVEy,0.792,0.503,-8.359,0.276,0.0198,0.0,0.347,0.663,87.847,hip hop,Rap/Hip Hop
5LHHKZOwV8XW4LJP2C64mw,0.837,0.586,-8.521,0.0807,0.281,0.0,0.134,0.618,117.066,hip hop,Pop
3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,-5.892,0.0712,0.284,0.0,0.405,0.756,100.024,hip hop,Rap/Hip Hop
6Ag4SYLUGFdnJrCwUIb4mT,0.855,0.614,-8.984,0.41,0.015,0.0,0.307,0.495,105.986,hip hop,Rap/Hip Hop
7l3E7lcozEodtVsSTCkcaA,0.861,0.637,-5.692,0.24,0.0515,3.35e-06,0.0967,0.474,98.044,hip hop,R&B
6uP0XLqjRqFx8HAfesdcAg,0.501,0.851,-5.111,0.292,0.0295,0.0,0.0775,0.627,95.058,hip hop,Pop
3KLo7ByvjCNyBrfz5DZ2mO,0.942,0.382,-8.099,0.564,0.00192,0.0,0.092,0.379,100.017,hip hop,R&B
2Lg4kvhOrPhpGEZmSe7VAN,0.872,0.673,-6.879,0.108,0.00802,0.0,0.155,0.527,162.781,hip hop,Rap/Hip Hop
2c7H254xlKoGhmZT194C0T,0.939,0.72,-5.565,0.216,0.0816,0.0,0.147,0.786,96.918,hip hop,Rap/Hip Hop
0snDRsjNRMJhm7SVja8l6J,0.855,0.798,-4.018,0.237,0.0101,0.000615,0.628,0.855,90.429,hip hop,Rap/Hip Hop
24NPziq3dayIMKppeI94Um,0.918,0.857,-5.032,0.0623,0.166,0.0003,0.0855,0.972,121.006,hip hop,Rap/Hip Hop
2u3EyuCqqV31woqGvO9LBz,0.823,0.552,-7.57,0.324,0.0174,0.0,0.122,0.418,124.038,hip hop,R&B
75IN3CtuZwTHTnZvYM4qnJ,0.869,0.68,-6.233,0.318,0.0416,1.12e-06,0.0914,0.815,85.519,hip hop,Rap/Hip Hop
4akCwzFRS8Syu5uFy7L1sG,0.654,0.637,-6.915,0.293,0.158,1.28e-05,0.338,0.364,81.947,hip hop,Rap/Hip Hop
2JxeAupAiJdB8I2cieG4rP,0.704,0.683,-6.617,0.328,0.0326,0.00627,0.336,0.526,96.912,hip hop,Rap/Hip Hop
4iiWcajF1fEUpwcUewc464,0.81,0.566,-8.33,0.433,0.107,0.0,0.122,0.582,142.069,hip hop,Rap/Hip Hop
6T8cJz5lAqGer9GUHGyelE,0.755,0.448,-9.587,0.107,0.0283,3.28e-05,0.514,0.318,77.179,hip hop,Rap/Hip Hop
7wGoVu4Dady5GV0Sv4UIsx,0.577,0.522,-6.594,0.0984,0.13,9.03e-05,0.142,0.119,159.772,hip hop,R&B
4FHu9bOzBjZurx89CMa42L,0.657,0.734,-4.832,0.484,0.149,0.0,0.139,0.434,91.03,hip hop,Rap/Hip Hop
2pZi2b9U8r20AF0Cf3hi2D,0.797,0.0832,-12.673,0.203,0.484,0.81,0.239,0.51,160.048,hip hop,Pop
3UaqMekEh1kbVu2A6DwiQs,0.502,0.652,-7.224,0.3,0.0849,0.0,0.0675,0.649,136.04,hip hop,Rap/Hip Hop
4bHrZLxaOU1gfAz0rZAnCx,0.801,0.732,-7.211,0.359,0.273,0.0,0.49,0.832,92.044,hip hop,Pop
2AaknMNIfzMqZGvbcDsJHZ,0.51,0.931,-3.302,0.347,0.0738,0.0,0.5,0.53,201.936,hip hop,R&B
4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,-5.405,0.277,0.00671,0.0,0.195,0.547,154.981,hip hop,Rap/Hip Hop
4OENnoidV0h8gJV6bhrw7r,0.68,0.826,-2.561,0.27,0.562,0.0,0.254,0.804,146.95,hip hop,R&B
3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,hip hop,Pop
4P7VFiaZb3xrXoqGwZXC3J,0.829,0.428,-9.469,0.0831,0.056,0.00413,0.137,0.45,148.075,hip hop,Rap/Hip Hop
1ptsownbhGmvBKmE7IMv3p,0.481,0.728,-6.147,0.143,0.279,0.0,0.139,0.703,79.829,hip hop,Rap/Hip Hop
0ec2YqaLnasKAES0iWMmhy,0.852,0.604,-4.569,0.0642,0.0503,0.0,0.327,0.667,94.762,hip hop,Rap/Hip Hop
