trackid,track_name,track_artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5kc6erfW0v4PtsBtRJpf0Z,Skyline,['FKJ'],0.697,0.433,-9.822,0.052,0.614,0.042,0.0901,0.266,148.087
6SEolIp22t0DzeBfCBo3hr,Vibin' Out,['FKJ'],0.41,0.169,-11.422,0.0485,0.847,0.00327,0.117,0.208,89.494
6VE2189Tetcqmaxrrf4if3,Blessed,['FKJ'],0.5,0.601,-8.87,0.0435,0.0704,0.48,0.0901,0.384,97.971
4f0ldNhe5ZsIhzene1nup1,Under the Grave,['ROZES'],0.436,0.778,-5.139,0.107,0.213,5e-05,0.133,0.692,190.189
2vcmVVUN8kd3uiQtlsVr1E,All in the Value,['HONNE'],0.656,0.626,-5.027,0.142,0.256,0.00245,0.225,0.627,91.043
17yqfHa6dOTZr3UjJ8IZsi,Did You Wrong (feat. MAX),['Sweater Beats'],0.596,0.746,-4.411,0.076,0.134,1.01e-06,0.299,0.473,99.03
4yvKqltUO2ogccevjmT5Yc,Forever (Pt. II) (feat. Kaleem Taylor),['Snakehips'],0.516,0.808,-6.326,0.124,0.000767,0,0.31,0.786,94.946
6Xi897JXNLSoIaoYZwgTLc,Dímelo,['Snakehips'],0.566,0.444,-12.069,0.147,0.0522,0,0.158,0.161,146.991
6uBhi9gBXWjanegOb2Phh0,Stay,"['Zedd', 'Alessia Cara']",0.69,0.622,-5.025,0.0622,0.253,0,0.116,0.544,102.04
6GCgCYxPAFvGq0B0JFN35k,After Life,['Tchami'],0.604,0.903,-4.231,0.0449,0.000176,0.53,0.0586,0.078,125.989
0Zx8khUcEfCFK2AEoIhC92,Don't Leave,"['Snakehips', 'MØ']",0.657,0.703,-3.402,0.0753,0.222,0,0.256,0.338,122.381
5wdlTFSoffwbQba5eokcLR,Don't Leave - Throttle Remix,"['Snakehips', 'MØ']",0.71,0.838,-3.067,0.11,0.013,0.000417,0.297,0.394,122.993
0DNk7lEqDGCN6nDD0H8emF,September Song,['JP Cooper'],0.623,0.656,-5.608,0.0416,0.0561,0,0.0855,0.366,95.878
1MksGqIztTT6M9R1ErKVs8,No Favors,['Big Sean'],0.482,0.781,-5.334,0.411,0.629,2.87e-06,0.413,0.336,57.967
5M4yti0QxgqJieUYaEXcpw,Eventually,['Tame Impala'],0.424,0.615,-6.217,0.0325,0.0158,0.000389,0.0844,0.155,77.935
3ZMFrvkNgwwMfPdX3aThYs,Play That Song,['Train'],0.393,0.825,-1.746,0.06,0.0238,2.95e-06,0.0951,0.544,99.188
6aPL4UPr1xmWZTGgZ6w2YL,Baptized In Fire,['Kid Cudi'],0.671,0.594,-8.345,0.209,0.585,0.0292,0.116,0.733,151.983
6Kd4EPrY9A4WBUFy5JaqEc,Moves,['Big Sean'],0.808,0.534,-6.123,0.283,0.0417,0,0.136,0.354,75.5
4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,['Drake'],0.806,0.558,-6.538,0.172,0.00496,1.45e-06,0.16,0.26,85.011
49VzL5oBsUICN7U34T98b9,Instinct (feat. MadeinTYO),['Roy Woods'],0.711,0.462,-7.132,0.055,0.476,3.86e-05,0.108,0.294,84.04
5lFDtgWsjRJu8fPOAyJIAK,Back To Back,['Drake'],0.893,0.48,-3.728,0.356,0.00855,0,0.116,0.382,86.976
6NMNgWgEAzde5M8U3lc6FN,Fake Love,['Drake'],0.924,0.543,-7.474,0.298,0.182,0,0.103,0.736,133.907
3DlgDXIYtnWtJKiB8bZQMv,Photosynthesis,['Saba'],0.777,0.662,-8.393,0.27,0.536,4.61e-06,0.593,0.634,111.13
6gGr4eWfYVbVkv4yyzMQ93,Symmetry,['Saba'],0.746,0.505,-11.06,0.653,0.0226,4.61e-06,0.682,0.707,119.971
7lL3MvFWFFSD25pBz72Agj,A Tale of 2 Citiez,['J. Cole'],0.559,0.556,-7.844,0.531,0.553,0,0.251,0.362,189.861
20ES6jA8bfA7GXEJUb3x1l,Deja Vu,['Post Malone'],0.615,0.702,-6.597,0.0476,0.106,0,0.141,0.386,133.883
2IY7eOUDjw2ArKYxKa2jXc,Starboy,['The Weeknd'],0.682,0.592,-7.033,0.281,0.169,5.49e-06,0.136,0.5,186.041
6I8M0qc0XP4Q5Ig8K16FWJ,Grey Luh,['Berhana'],0.543,0.298,-9.167,0.0683,0.597,1.49e-06,0.0804,0.254,125.523
1XbGxaC15JNPDl4eXYulkT,Growing Pains (Bonus Track),['Sol'],0.492,0.689,-6.199,0.322,0.543,0,0.107,0.395,87.856
7mgVenws8AB44VPNGY56NQ,Folgers Crystals,"['Dreamville', 'J. Cole']",0.884,0.742,-5.402,0.301,0.357,0,0.127,0.849,109.982
2GnE8rMDgfWBwGmwrUbCsQ,Caged Bird,"['Dreamville', 'J. Cole']",0.568,0.765,-5.337,0.315,0.149,0,0.15,0.345,81.018
6XOin64PR2Oj4W0tO8GOQv,Location,['Khalid'],0.764,0.262,-17.074,0.446,0.455,0.0249,0.104,0.29,80.047
53I7CviVHhNYEKth717RLG,Coins,['Local Natives'],0.566,0.576,-4.859,0.0365,0.0578,0,0.0523,0.607,138.045
1fOkmYW3ZFkkjIdOZSf596,Pink Matter,['Frank Ocean'],0.392,0.233,-11.012,0.0587,0.951,0.000322,0.106,0.494,176.569
7HytU9V8vMCUayply0lYBq,Champagne and Pools (feat. Blackbear & Kyle),['Hoodie Allen'],0.61,0.641,-4.352,0.268,0.519,0,0.902,0.852,67.413
6kP92fKzIyVJtNobCRsZ6G,Right Here,['Dave B.'],0.653,0.41,-13.26,0.0912,0.368,0,0.108,0.119,128.045
4YZbVct8l9MnAVIROnLQdx,Forrest Gump,['Frank Ocean'],0.701,0.417,-7.818,0.0329,0.0888,0.000648,0.375,0.186,95.003
4s2BWgnSQ9NZiOQM4PP4HB,44 Bars,['Logic'],0.728,0.628,-8.83,0.319,0.351,0,0.198,0.313,94.128
0OoKEcvk8X90bXpEhBPmjB,Alive,['Norman Perry'],0.464,0.307,-10.714,0.0839,0.0368,0.0328,0.117,0.0843,98.941
2tJegwWt4jE5HgwoyFnvmO,#WhiteGirlVoice,['Rajitheone'],0.527,0.442,-9.895,0.474,0.633,0,0.0885,0.32,93.868
2uWJ0bzzaSgeCPN6h4rsFB,Uncle Phil,['Meko Supreme'],0.683,0.454,-12.493,0.317,0.119,0,0.378,0.316,126.065
1wZqJM5FGDEl3FjHDxDyQd,Come and See Me (feat. Drake),['PARTYNEXTDOOR'],0.717,0.347,-10.265,0.0636,0.0511,2.43e-06,0.087,0.0589,84.987
1JEQgcWOCGCl0e07PCeybs,No Peace,['Amir Obe'],0.691,0.49,-13.172,0.351,0.213,0.0052,0.113,0.35,156.07
5RqsqQU0erB0OgLbwem6pU,Rambo,['Bryson Tiller'],0.634,0.562,-8.923,0.163,0.309,2.08e-06,0.11,0.307,181.014
4bbwbYc445zAkpxC5LYPwU,Spread Love,['Mick Jenkins'],0.428,0.438,-11.046,0.452,0.313,0,0.162,0.216,61.675
5hMv80OlrXCqyyY9CWHvlQ,If There Ever Comes a Day,['GRiZ'],0.608,0.626,-6.46,0.0354,0.0229,0.0158,0.103,0.164,78.001
71lyUtIPCMAYjTwwwxy2jW,4r Da Squaw,['Isaiah Rashad'],0.667,0.523,-9.477,0.329,0.532,2.12e-05,0.137,0.409,143.934
1UVN5XH1AB6ro8Kou9qQbX,Vibe With You,['Eli Sostre'],0.395,0.396,-10.628,0.0797,0.679,2.29e-06,0.0964,0.0945,136.012
7HnkUNPrhRurdGEm9nRYFH,Death & Taxes,['Daniel Caesar'],0.448,0.328,-11.132,0.0351,0.803,9.34e-05,0.347,0.209,113.941
0PXp9QxBfSKGGpWUNaws2X,Drama (feat. Drake),['Roy Woods'],0.709,0.362,-9.814,0.055,0.157,0,0.109,0.113,122.043
25GlFJq5QNAXyVgJvCZ4Mf,Heart Don't Stand a Chance,['Anderson .Paak'],0.685,0.545,-6.189,0.061,0.173,1.44e-05,0.237,0.506,94.061
5uqHa78wphe2q2XhvIlHL6,The New Cupid,['BJ The Chicago Kid'],0.574,0.798,-3.385,0.193,0.107,0,0.328,0.524,128.084
2hup7lQB1vMfVTemkfljLR,Hush,['Magic City Hippies'],0.622,0.752,-6.964,0.124,0.189,0.0124,0.0443,0.602,126.047
3TpXajg1nKzG3ngc9tBwrD,Easily,['Bruno Major'],0.772,0.256,-8.545,0.0481,0.491,0.00612,0.144,0.357,118.902
4VtC95SrBQrenC3B1NKyvO,New Addy,['Eli Sostre'],0.698,0.559,-7.759,0.0263,0.0836,0.0426,0.0933,0.196,103.503
5VPFATm85G3P04Q5g8yxqr,Nelly,['Isaiah Rashad'],0.901,0.364,-7.183,0.198,0.606,0,0.106,0.777,122.064
5ubr957WcHHLw9VM4XZMKd,Out of Here,['Birthday Boy'],0.83,0.341,-11.668,0.0947,0.0811,0.439,0.114,0.622,104.984
5iIsZ4jxkjTUSafzGxePWB,Online,['Danger Incorporated'],0.73,0.345,-9.91,0.0882,0.487,0.00559,0.114,0.205,114.07
74js41OWeHsWuYAeEFWNoP,Wave,['glue70'],0.7,0.433,-10.022,0.0932,0.936,0.689,0.114,0.84,78.976
1CYiC5bLfwoHsvSpisiOto,Get Low,['James Vincent McMorrow'],0.513,0.21,-12.912,0.11,0.286,0.00438,0.114,0.147,149.997
2JXNOtb0ANe6MzgRYDQG2J,Morning In America,['Jon Bellion'],0.735,0.665,-5.933,0.0819,0.129,0,0.0803,0.593,102.018
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,['The Weeknd'],0.773,0.819,-5.946,0.118,0.428,0,0.0679,0.585,92.987
3xKsf9qdS1CyvXSMEid6g8,Pink + White,['Frank Ocean'],0.545,0.545,-7.362,0.107,0.667,5.48e-05,0.417,0.549,159.94
5KSNxyuyp5K1kDT6LvX8oZ,80's Films,['Jon Bellion'],0.507,0.461,-7.761,0.128,0.0288,0,0.0483,0.665,136.219
15k2nBQJ0teDmPZHrOXL2N,Ordinary Life,['The Weeknd'],0.537,0.587,-7.486,0.0771,0.0275,0,0.0961,0.365,149.748
2igbKtoBMXdYgYPkCpl0V4,Body Moves,['DNCE'],0.655,0.693,-5.148,0.0372,0.00166,0,0.0398,0.868,102.028
2l7erMYcBtdV1pTLivX6Xv,Love You Right,['Cherub'],0.773,0.381,-8.204,0.0374,0.0196,0.0308,0.0981,0.134,108.472
5DLTuH4A5VZB2HKpqHQR6t,Patient,['Post Malone'],0.743,0.662,-6.108,0.179,0.565,0,0.128,0.552,89.975
7MTIDmToGs0I5Oue9V0CHl,Feel,['Post Malone'],0.497,0.507,-8.075,0.0585,0.214,4.79e-06,0.0948,0.192,119.432
5rU5F2RRAjypdeFRMi8l4E,Never Know,['6LACK'],0.652,0.569,-8.872,0.215,0.104,3.49e-06,0.195,0.18,95.177
6AGON2BGdPmPMJGiiNuuwl,Immortal,['J. Cole'],0.744,0.43,-10.604,0.309,0.455,2.73e-06,0.126,0.266,92.039
0USZx50eApN045zIIyjePN,All The Time,['Jeremih'],0.675,0.44,-9.298,0.349,0.545,6.24e-06,0.197,0.0338,109.823
2N0NifjyXAdMOB4KBGvBJ6,White Iverson,['Post Malone'],0.669,0.521,-8.732,0.0366,0.236,0,0.0802,0.327,130.071
0iJXMqcBXvUBRZp3Ler0KU,Say Sum,['Migos'],0.798,0.666,-6.955,0.136,0.22,0,0.0922,0.33,128.02
6gBFPUFcJLzWGx4lenP6h2,goosebumps,['Travis Scott'],0.841,0.728,-3.37,0.0484,0.0847,0,0.149,0.43,130.049
5h9hkYIBWTZYFRmF6Iz1gt,Love/Paranoia,['Tame Impala'],0.502,0.699,-5.528,0.0333,0.0055,0,0.171,0.354,111.024
0xtIp0lgccN85GfGOekS5L,Yes I'm Changing,['Tame Impala'],0.373,0.609,-7.0,0.0316,0.108,0.000427,0.0755,0.354,179.955
4cieRtd3nCxideC8lesgis,Fill The Void (feat. Amir Obè & Daniel Caesar),['Stwo'],0.335,0.475,-7.946,0.0961,0.493,0.000236,0.11,0.0683,179.919
5hzYEPlHm5nHEGCvQJg6QG,Your Soul,['Hippie Sabotage'],0.487,0.68,-8.497,0.0408,0.000599,0.0339,0.144,0.0752,94.46
2gTfhO6rwfgGJA8b8iwa7W,Berlin (She Wit It),['Jeremih'],0.586,0.501,-7.223,0.468,0.161,1.95e-06,0.0449,0.313,192.296
1h33ETRG7JVDtGT7daBW5B,Solo,['Frank Ocean'],0.441,0.288,-10.627,0.0372,0.852,2.86e-06,0.161,0.247,126.403
6YJZMNLwxl7am5XZEr7eqY,Ivy,['Frank Ocean'],0.572,0.385,-9.581,0.0372,0.789,0.000405,0.229,0.454,116.448
5SDmwAmdAtDG9kyGniVBKN,Seigfried,['Frank Ocean'],0.293,0.255,-11.155,0.0416,0.975,0.000248,0.101,0.363,170.565
25imCZNjiNFsyi7W4ihirs,Godspeed,['Frank Ocean'],0.389,0.0953,-12.561,0.0471,0.931,0.00015,0.126,0.0759,109.267
7negsVXshIJDsJEFVmw0Aw,Faceless (feat. Gus Dapperton),['Beshken'],0.672,0.646,-9.11,0.101,0.205,2.39e-05,0.0993,0.12,75.03
2RPbEp0DyBVlkRvvYKopO7,Wat's Wrong (feat. Zacari & Kendrick Lamar),['Isaiah Rashad'],0.706,0.688,-6.357,0.269,0.151,0,0.466,0.313,125.966
4osgfFTICMkcGbbigdsa53,Novacane,['Frank Ocean'],0.762,0.508,-9.112,0.0919,0.0584,0.00126,0.16,0.37,93.51
75rDNLl8v6qVYHXGzfHv4c,Planes,['Jeremih'],0.663,0.638,-4.505,0.244,0.746,0,0.103,0.517,128.804
3cFqaY74NyS6rcitujSx2g,Forever (feat. Joseph Chilliams & Ravyn Lenae),['Noname'],0.672,0.655,-9.768,0.469,0.571,0,0.188,0.906,113.74
7L7KnCltNM8yXWs3ozuUY1,Dang! (feat. Anderson .Paak),['Mac Miller'],0.836,0.67,-6.907,0.23,0.00826,0.000355,0.0837,0.556,107.018
6JvfBzqZmSiEG5MjM7OcSY,Diddy Bop (feat. Cam O'bi & Raury),['Noname'],0.637,0.503,-6.927,0.336,0.713,0.000113,0.109,0.661,81.061
1DsPnnUQogZydHAhORZJjp,High You Are Remix - Branchez Mix,['Ev Vinyls'],0.631,0.77,-9.647,0.199,0.134,1.09e-06,0.041,0.517,137.025
4Zln13lT2WL0IaD6cZg9G1,It's You,['BØRNS'],0.227,0.272,-10.368,0.0302,0.858,0.000906,0.1,0.0844,134.305
2X6Uw1FLKAK5Hxnx6fgCk0,Falling,['Opia'],0.543,0.533,-9.726,0.227,0.412,0.000115,0.4,0.508,70.098
1ND9sX1gObywQxC0YA0yOj,Painter (Valentine),['Låpsley'],0.0,0.0904,-16.261,0.0,0.953,0.000187,0.103,0.0,0.0
6vnDoUOHTiVB5DvX18tJon,Say It,['Flume'],0.597,0.531,-6.83,0.0295,0.0685,3.72e-06,0.0617,0.271,74.938
2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),['Mike Perry'],0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037
3q2v8QaTnHLveAQzR6gvYm,"Sing About Me, I'm Dying Of Thirst",['Kendrick Lamar'],0.654,0.753,-7.556,0.395,0.303,8.08e-05,0.13,0.371,110.722
5vuJuBqwzHJgCA1ysRfwxZ,good kid,['Kendrick Lamar'],0.451,0.831,-8.641,0.307,0.0623,0,0.185,0.41,176.162
1UYj8qTWjneZJDVjUMwMub,The Moment,['Tame Impala'],0.547,0.827,-6.036,0.0468,0.000296,0.101,0.0858,0.451,119.089
0qncDbBzQwlnUXISPGDwfz,Same Pain,['Eli Sostre'],0.598,0.536,-8.194,0.0538,0.425,0.000244,0.107,0.217,75.942
64dkFAi2VgGUrssJBFiDF0,Justin Bieber,['Fortunes.'],0.463,0.385,-9.382,0.152,0.759,6.18e-05,0.114,0.342,147.623
5oVjypdJ1BuxX6tiTU3cCb,Voicemail,['Young Bull'],0.81,0.54,-9.98,0.252,0.608,0.0166,0.103,0.657,120.011
0YclWqGe9XpQBx3gwAyyJJ,Ballin,['Bibi Bourelly'],0.763,0.57,-4.268,0.248,0.108,1.08e-06,0.0965,0.519,78.059
47l9wxr6RwgoTSfnseBRcf,Redbone,['Childish Gambino'],0.747,0.378,-10.454,0.109,0.195,0.0173,0.119,0.565,160.049
4RhGCDt69efGdC1SxJRI5r,Party Monster,['The Weeknd'],0.589,0.622,-8.295,0.0766,0.19,3.1e-05,0.164,0.198,77.497
3aWhZ1zeqy1kdjXiyMh22T,What They Want,['Russ'],0.71,0.404,-10.04,0.379,0.484,0,0.0953,0.398,139.553
3e7pB02vXiqVYaDTymYY1t,Go Flex,['Post Malone'],0.663,0.511,-8.229,0.105,0.209,0,0.0525,0.116,81.946
1bqAf1geAVUWrBaQyAcRDQ,Congratulations,['Post Malone'],0.623,0.789,-4.229,0.0367,0.154,0,0.211,0.501,123.017
1ZyjmRCQy5J11z5gqywVvP,Nikes,['Frank Ocean'],0.631,0.396,-9.646,0.091,0.692,0.000238,0.109,0.129,137.989
4TDoUr2meaXsfbPFMdrqOE,Me and Your Mama,['Childish Gambino'],0.555,0.454,-11.806,0.0338,0.0116,0.0294,0.0708,0.214,118.003
1aQZKoiKKH8Y7bz0C18BGv,Stay for a While,['Gibbz'],0.562,0.563,-5.854,0.209,0.468,0.00227,0.298,0.726,145.487
1R69FDYYnNvNOdigumPi7N,Sunday Night,['070 Shake'],0.758,0.65,-7.327,0.0438,0.523,0,0.192,0.46,122.147
2eMh8ISgK9dylE51SJUixA,My Friends Never Die,['ODESZA'],0.489,0.595,-8.106,0.0374,0.00439,0.878,0.0855,0.56,170.05
69vVAyUx1aawSlsYjF69Jb,We (feat. CeeLo Green),['Mac Miller'],0.641,0.637,-9.43,0.0579,0.794,0.0515,0.131,0.601,138.869
1Dr5JexwA15wmKe7Y7maA9,Past Lives,['BØRNS'],0.743,0.685,-6.863,0.0975,0.0664,6.75e-05,0.0884,0.443,109.988
2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,['BØRNS'],0.611,0.797,-7.627,0.0533,0.00543,0.00137,0.26,0.518,120.041
2pA4ip3VIEVcIa3qE02oAX,"10,000 Emerald Pools",['BØRNS'],0.568,0.578,-5.589,0.0404,0.00694,0.000353,0.099,0.555,139.951
03v70ZBxmcPX3RWAZMzqaW,Clouds,['BØRNS'],0.644,0.478,-6.469,0.0529,0.194,0.00376,0.106,0.496,159.898
0lXz2fuzK8s4csGuRrPKpV,Classic (feat. POWERS) - POWERS Sunset Version,['The Knocks'],0.235,0.481,-8.212,0.0583,0.0299,1.44e-05,0.0539,0.0949,74.995
2JvrwCONvIMmmtYXIZgl13,Tilt Mode (feat. Gibbz),['Exmag'],0.746,0.515,-6.32,0.436,0.0406,0,0.417,0.779,144.068
3kTH4zIpKYtjSsMFTKEXOT,Hesitate,['Zanski'],0.695,0.798,-6.856,0.0424,0.104,0.152,0.107,0.605,99.988
4xEDawqLVwsC331aF6Z33x,Merry Happy,['Kate Nash'],0.729,0.482,-7.107,0.0376,0.52,0,0.091,0.604,89.023
0v9Wz8o0BT8DU38R4ddjeH,No Problem (feat. Lil Wayne & 2 Chainz),['Chance the Rapper'],0.652,0.795,-5.192,0.174,0.156,0,0.123,0.788,135.018
3HxdmLK9jPkpRLHjZ9FZ0Z,Pressure,['Milk & Bone'],0.537,0.335,-9.828,0.0319,0.489,0.00894,0.0972,0.153,73.082
6m7CKXj6KatyQfJV9vK5oC,10 Victoria's Secret Models - Whethan Remix,['MAX'],0.691,0.749,-6.779,0.0839,0.0411,0,0.281,0.331,144.974
3NaIyYwzd0Q3iev1uw9zLr,A Break A Pause,['As Tall As Lions'],0.474,0.688,-7.181,0.0323,0.104,0.006,0.246,0.504,130.947
4CYCdpKQIXhDkOEAOmgl5W,We's Been Waitin,['As Tall As Lions'],0.229,0.76,-5.324,0.0521,0.0623,0.201,0.408,0.495,74.662
6xG9RS4V07EDjl4RLKwejk,Mine (feat. Skizzy Mars) - Michael Keenan Remix,['Phoebe Ryan'],0.718,0.722,-4.887,0.089,0.14,0,0.309,0.74,106.095
7BKLCZ1jbUBVqRi2FVlTVw,Closer,"['The Chainsmokers', 'Halsey']",0.748,0.524,-5.599,0.0338,0.414,0,0.111,0.661,95.01
6TSf6gcUmjDeuxzpXEoOlo,Lose It (feat. Vic Mensa),['Flume'],0.605,0.853,-2.765,0.321,0.0876,0,0.214,0.61,130.027
6VDfg9kdGhEb4McPwJpp5t,Take a Chance (feat. Little Dragon),['Flume'],0.401,0.51,-6.284,0.0785,0.343,0.000225,0.151,0.348,139.888
518jjSIh6TgdMpIaDiJEsI,Tiny Cities (feat. Beck),['Flume'],0.531,0.684,-4.718,0.0557,0.28,0.000307,0.092,0.374,71.049
4au0dxNCyXq5X3xHSmgSdh,Phantoms,['Healy'],0.61,0.548,-6.843,0.442,0.226,6.4e-06,0.228,0.39,176.595
4wFzDwH40XrQL067ETa9wy,Couch Potato,['Jakubi'],0.736,0.707,-4.491,0.103,0.251,0,0.411,0.58,90.078
57AQnEbQgoz2q7N9zmtpEl,Do You Remember,['Jarryd James'],0.652,0.338,-9.938,0.0682,0.122,0.000452,0.117,0.281,72.105
2L9mXwt6vJ3FxVxf7jsGkd,$150 / roll widdit,['Healy'],0.665,0.409,-10.037,0.787,0.325,1.29e-05,0.0747,0.296,151.355
6AIAcVlHaBMqhKxFSFpq3M,LFTM (feat. Felly),['Healy'],0.406,0.82,-4.897,0.34,0.886,0.000697,0.329,0.744,68.041
5PnBpKOVvQxeFvXVNYSoxs,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",['Hundred Waters'],0.418,0.794,-4.973,0.0816,0.08,0,0.329,0.178,129.434
1lWoanAmIk1PZisbP5LmwT,How to Love (feat. Sofia Reyes),['Cash Cash'],0.673,0.894,-2.73,0.0594,0.148,3.4e-06,0.141,0.63,118.894
0qRZ9ydGdzeVk3S01pLGoJ,You & Me,['Marc E. Bassy'],0.687,0.645,-8.38,0.19,0.0362,0,0.201,0.619,84.925
5SBQxVy2GTO8dYJZwm7phx,Miss Primetime,['Big Gigantic'],0.587,0.927,-2.197,0.111,0.00273,0,0.109,0.576,136.921
2GIboVWLuyIavWP7e7BHuF,Wouldn't Change a Thing,['Jackson Breit'],0.761,0.558,-6.048,0.179,0.193,0,0.0556,0.791,92.04
6xtjkYzU5eBThLBHAmIRWX,All My Friends,['Dylan Kelly'],0.582,0.604,-6.778,0.0258,0.473,1.32e-05,0.21,0.722,170.031
20cnxWQOY91TnhObGbw03m,Roadtrip,['FEiN'],0.406,0.309,-10.372,0.038,0.413,1.59e-06,0.413,0.313,81.925
2gggEjEHd7YMXR5FcfNTYY,American Man,['FEiN'],0.574,0.937,-4.871,0.0709,0.00915,0.000196,0.0816,0.5,146.993
0J1dO4E3846wW66ONNmncO,#Grownupz,['FEiN'],0.592,0.745,-4.979,0.0361,0.0136,0.000143,0.235,0.703,76.483
5qeL0fWg4IDLZNUjVu53f2,Feel Good Inc.,"['filous', 'LissA']",0.779,0.634,-7.975,0.0607,0.212,0.0634,0.11,0.576,124.047
4RmumtmE5GX6obTXdNtcuY,Come Back To Me - filous Remix,['Urban Cone'],0.493,0.711,-6.823,0.0484,0.484,0.0177,0.134,0.39,95.024
4TyCnstYu6LGrjka5WW6ft,Fade Away,['Rebelution'],0.685,0.54,-9.701,0.0253,0.181,0.015,0.114,0.235,109.926
6tuZKBiS1p6Ig0UtC0ii0Y,I'm sorry (feat. shiloh),['Swell'],0.946,0.66,-7.497,0.148,0.0834,6.83e-05,0.0436,0.808,134.973
2VQc9orzwE6a5qFfy54P6e,Blessings (feat. Jamila Woods),['Chance the Rapper'],0.714,0.343,-7.641,0.38,0.723,5.48e-06,0.102,0.372,72.348
1Uq3IOIy1CUlHUgP6vWpum,Smoke Break (feat. Future),['Chance the Rapper'],0.705,0.453,-8.174,0.196,0.257,0,0.143,0.283,124.942
2eAtxc1L97UPkxDf4LFtrK,Pretty Dirty (In the Fading Light),['Ripe'],0.682,0.466,-7.751,0.0353,0.656,0,0.0809,0.639,90.989
3o5mL6YGDEpCOQz24n3siY,Smoke,['Luke Levenson'],0.454,0.485,-9.073,0.0826,0.905,0.00114,0.131,0.67,109.338
0zLClc0emc6qUeV1p5nc99,No More Parties In LA,['Kanye West'],0.508,0.921,-1.644,0.303,0.246,0,0.221,0.681,93.058
2pMPWE7PJH1PizfgGRMnR9,Bad Religion,['Frank Ocean'],0.359,0.367,-7.684,0.0335,0.738,1.43e-06,0.0736,0.104,83.331
5sqHFfmw7MMc1L85BN8802,THat Part - Black Hippy Remix,['ScHoolboy Q'],0.892,0.548,-8.449,0.33,0.139,0,0.114,0.262,112.962
0X196cAoW63CLQEL21Prh0,THat Part,['ScHoolboy Q'],0.922,0.509,-7.637,0.096,0.0783,0,0.211,0.35,112.972
3waf4rTtGPwAeoSdYrogRr,South Side Suicide,['$uicideboy$'],0.797,0.51,-6.794,0.0837,0.00473,0.302,0.0696,0.0555,109.985
5xxWrRREmhXADNU0ATvGWy,Floats My Boat,['Aer'],0.812,0.694,-5.456,0.218,0.0278,0,0.0385,0.67,170.026
6ej9jEXBeQI7PTbx68KHfi,Hand Of God - Outro,['Jon Bellion'],0.538,0.538,-6.601,0.164,0.302,0,0.121,0.389,153.958
28b4ttlhy5ZkfL9zbmhX9a,Back 2 U (Remix) [feat. Sisters],['Sol'],0.753,0.59,-7.074,0.174,0.0708,2.34e-06,0.11,0.456,89.033
5HYwRSalrvZC7ZTT8BuDR7,Runaway (U & I) - Yacht Club Remix,['Galantis'],0.491,0.651,-6.772,0.0394,0.164,0.366,0.0995,0.131,126.001
19sHeddZ87DEyz41avVK7N,Dinosaur Bones,['Stop Light Observations'],0.41,0.58,-7.106,0.0424,0.708,0.000113,0.0961,0.125,101.259
7FuiConhfXv0hAo4jwItIm,Say You Want Me,['Lostboycrow'],0.752,0.71,-6.211,0.0345,0.0408,0.000424,0.145,0.76,99.985
02fFizH6SjzEQQ4BY6eoLl,Model Behavior,['Mack Keane'],0.855,0.383,-7.219,0.0401,0.11,0,0.0509,0.961,130.083
3a0RuyCRfeZwly3mom48nP,Real Love - The Chainsmokers Remix,"['Clean Bandit', 'Jess Glynne']",0.664,0.705,-7.229,0.0309,0.00292,0.0117,0.154,0.199,104.96
2039juQOFMpEuA6P6oOMZ9,Put 'Em Up,['Priory'],0.56,0.711,-6.494,0.0443,0.0113,1.42e-06,0.141,0.404,179.99
7GPstnufSTScEaw9dMxO9H,Childs Play (feat. Chance the Rapper),['SZA'],0.759,0.342,-9.044,0.0406,0.775,0,0.112,0.22,99.995
09zN9QBOHe8795UVOvEtnt,Go! (feat. Mai Lan),['M83'],0.497,0.742,-6.353,0.0291,0.00132,0.0395,0.0522,0.209,90.994
3YlrH4ydAKkxuej6F4Nnkl,This Girl (Kungs Vs. Cookin' On 3 Burners),"['Kungs', ""Cookin' On 3 Burners""]",0.786,0.69,-4.665,0.04,0.0865,9.03e-05,0.238,0.485,122.006
1VCHNbal0VtE2plMRzvoho,Weekend,"['Louis The Child', 'Icona Pop']",0.684,0.774,-5.951,0.188,0.26,0,0.108,0.448,84.991
1y0uuh9sBYKvo9nRneVNJs,Harsh Light,['Nate Ruess'],0.596,0.762,-3.637,0.0301,0.0265,0,0.0593,0.486,130.046
4qULqxfCRhJAXVc75UupQB,No Broken Hearts (feat. Nicki Minaj),['Bebe Rexha'],0.704,0.722,-3.524,0.045,0.0522,0,0.0645,0.675,122.094
3Y9smXGzIcoMzg5UhItDqh,Unsteady - Justin Caruso Remix,['X Ambassadors'],0.576,0.702,-6.025,0.0607,0.0279,1.34e-05,0.313,0.277,144.969
