trackid,track_name,track_artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3dd1Mjg1YpAaQPEaG26yUA,BLUEBIRD,"['Ben Beal', 'Kill Bill: The Rapper']",0.881,0.665,-9.487,0.117,0.294,0.0261,0.109,0.849,123.3
6x93hzBoL7HpirMN2P48co,El Dorado,['Choker'],0.469,0.697,-5.815,0.0312,0.0127,0.000116,0.329,0.362,149.921
7Ae5WP06rEQfq5tRqrST2j,That XX - Spotify Singles,['AUDREY NUNA'],0.515,0.463,-9.51,0.095,0.488,0,0.108,0.421,113.365
2rFTRICumonxxZKxxfEu8R,Headshots (4r da Locals),['Isaiah Rashad'],0.894,0.615,-6.269,0.0826,0.0308,0.00921,0.309,0.661,120.0
2lUWKnvCVCwfRgoS1olbgl,Road Trip,"['Ben Beal', 'HM Surf']",0.755,0.397,-13.156,0.168,0.801,0.0651,0.111,0.303,95.936
03WMhty0KQ2ppU30LiyKy4,Les jolies choses,['Polo & Pan'],0.667,0.734,-9.891,0.318,0.61,0.0523,0.641,0.145,142.968
43bSOU2d9fFauUMbPual0S,Coast (feat. Cherrie),['Sabina Ddumba'],0.661,0.62,-8.61,0.0851,0.0263,0,0.105,0.416,93.015
6pGeWf3SxSkpX8ZcvcbtYC,MIA - Robotaki Remix,"['RAC', 'Robotaki']",0.67,0.818,-5.503,0.0444,0.0241,0.000455,0.0685,0.644,94.013
6rAcln9T5vEL3SSWWsFWIy,Make It Better,['Aaron Kamm and the One Drops'],0.51,0.529,-6.983,0.225,0.123,3.05e-06,0.101,0.652,189.136
5wJ9sSG7NItwu34jMnyxqa,Liz,['Remi Wolf'],0.665,0.788,-3.889,0.0857,0.142,0,0.317,0.63,80.476
0k2HFzw2iQENrU2oWtVJEb,Top Again (feat. Saba),['AUDREY NUNA'],0.771,0.546,-6.096,0.149,0.119,9.33e-06,0.153,0.613,94.117
1cioTI6lHVmW4UWKEi8ChG,Gold Dust Woman - 2004 Remaster,['Fleetwood Mac'],0.666,0.599,-9.352,0.0305,0.259,0.000769,0.373,0.696,123.16
5G4W4UzaJIpYl0ar95Cs17,Tupelo Honey,['Van Morrison'],0.569,0.444,-10.097,0.0373,0.548,3.29e-05,0.119,0.515,71.426
38mQZ5tZ6IylQaJCCF90ox,The Top,['24kGoldn'],0.754,0.711,-3.842,0.072,0.336,0,0.128,0.27,138.031
1fzf9Aad4y1RWrmwosAK5y,Last Train Home,['John Mayer'],0.588,0.85,-6.431,0.0318,0.168,0.00202,0.0465,0.768,93.003
5Ne1q9Hv3l2NHBA3Agt8WT,Wave of You,['Surfaces'],0.695,0.656,-6.038,0.0489,0.057,0,0.267,0.346,90.986
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),['Drake'],0.578,0.449,-6.349,0.286,0.0618,2.17e-06,0.119,0.1,136.006
4FRW5Nza1Ym91BGV4nFWXI,Lemon Pepper Freestyle (feat. Rick Ross),['Drake'],0.77,0.637,-5.53,0.345,0.103,0,0.171,0.431,94.966
3aQem4jVGdhtg116TmJnHz,What’s Next,['Drake'],0.781,0.594,-6.959,0.0485,0.0136,0,0.162,0.0628,129.895
5CZ40GBx1sQ9agT82CLQCT,traitor,['Olivia Rodrigo'],0.38,0.339,-7.885,0.0338,0.691,0,0.12,0.0849,100.607
4ZtFanR9U6ndgddUvNcjcG,good 4 u,['Olivia Rodrigo'],0.563,0.664,-5.044,0.154,0.335,0,0.0849,0.688,166.928
1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,['Calvin Harris'],0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937
70hDklZStSazrExPjHJPfR,Extinct,['REASON'],0.63,0.694,-6.593,0.313,0.419,0,0.134,0.44,91.749
4o7sl87Ock4SGA8b3gRR2l,Show Stop,['REASON'],0.751,0.725,-4.495,0.0397,0.0755,0.00102,0.12,0.544,129.977
7C7yqFTM0ncyJ04GIKrxdV,Anything Could Happen,['Ellie Goulding'],0.702,0.781,-4.081,0.03,0.433,0,0.135,0.382,102.997
4ZTTUAjJCd4NMZmIU7RB4c,Midnight (feat. Liam Payne),"['Alesso', 'Liam Payne']",0.587,0.648,-6.927,0.0439,0.0561,0,0.115,0.281,144.028
3liV7NpLWeAwmZem5uQl2j,1 0 0 . m i l ‘ (with Bas),['J. Cole'],0.694,0.625,-5.699,0.107,0.3,0,0.308,0.24,125.106
36HEbeiwJ2FkLHgBv0qEfV,p r i d e . i s . t h e . d e v i l (with Lil Baby),['J. Cole'],0.893,0.668,-7.926,0.361,0.0955,0,0.0968,0.293,89.029
7ilwtjmDj6Xyx9Lp2LDFuq,p u n c h i n ‘ . t h e . c l o c k,['J. Cole'],0.744,0.73,-6.576,0.414,0.216,0,0.188,0.711,93.953
31YXuMBGIOeZQfAu1NxMbK,m y . l i f e (with 21 Savage & Morray),['J. Cole'],0.647,0.574,-7.029,0.102,0.053,0,0.113,0.0794,139.81
3cLc5HfEVkD78OA8Z6IEet,a m a r i,['J. Cole'],0.657,0.694,-6.109,0.349,0.12,0,0.62,0.244,198.674
6fS4OTveYB2NExjc4o1I03,"Fuck, I'm Not Famous",['Jord'],0.731,0.539,-8.689,0.037,0.533,0,0.371,0.629,100.041
42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,['Meek Mill'],0.631,0.774,-2.459,0.3,0.468,0,0.281,0.44,79.745
2ZDRA0S22sue6jpghf2qol,Down The Line,['Remi Wolf'],0.677,0.793,-4.157,0.0601,0.00854,3.59e-05,0.329,0.853,90.995
4BsLwvaJOTOHDNg7xMpvrL,Habit,['Still Woozy'],0.767,0.392,-11.996,0.0945,0.154,0.000398,0.108,0.48,125.017
55uz6CCy6OT60yq5jf8ZfY,Endorphins,['tobi lou'],0.779,0.435,-11.0,0.117,0.476,0,0.141,0.249,139.988
5WYB4aZkflwjAApBoDCYkz,Astronomia - Never Go Home,['Tony Igy'],0.697,0.81,-5.128,0.0669,0.0424,0.000233,0.322,0.558,125.979
0avVdSMyZ22c4fCbnzJRT8,Ooh La La,['Jessie Ware'],0.807,0.672,-7.364,0.0518,0.0407,0.0364,0.123,0.788,119.967
77BDJDKKWm11KXQh0Sv4Jf,Dare Me,"['NERVO', 'Plastik Funk', 'Tim Morrison']",0.817,0.776,-4.976,0.303,0.0453,0,0.158,0.718,124.03
1il2M59aOrRTaYEyF9OcqQ,Love Can Be So Hard,['Disclosure'],0.749,0.815,-7.365,0.161,0.0216,0.26,0.346,0.571,114.987
4rVW6XqAsSaf5vOwc8FREW,Wild (feat. Gary Clark Jr.),['John Legend'],0.557,0.585,-6.201,0.0431,0.036,0,0.176,0.305,63.392
2BwmVotuzB5dBokJzgeqLf,Get Happy (NVDES Edit) [feat. Blu DeTiger],"['The Knocks', 'NVDES']",0.639,0.894,-3.26,0.0398,0.00016,0.128,0.197,0.961,126.989
3INNLgKkHn8HOodDulCd7x,The Bender (with Brando),"['Matoma', 'Brando']",0.707,0.882,-7.46,0.0384,0.0606,0.0132,0.105,0.208,125.005
4UTZo8wsQ8qQhD6iPA3WdG,Every Color (with Foster The People),['Louis The Child'],0.768,0.751,-4.865,0.0635,0.0177,0.00299,0.343,0.326,124.976
6fLlIJberJNX45w4xlvRUL,Intentions,['Charlie Burg'],0.564,0.484,-9.201,0.345,0.579,0,0.36,0.495,116.332
48jV8AW50589btXi0Hs5f4,Lancaster Nights,['Charlie Burg'],0.745,0.387,-12.839,0.0327,0.179,0.00633,0.0736,0.772,95.985
3hARuUtzTdUuWH1KiLJlSf,Window,['Still Woozy'],0.714,0.483,-9.378,0.195,0.436,2.3e-05,0.28,0.67,91.025
0T7aTl1t15HKHfwep4nANV,Disco Man,['Remi Wolf'],0.686,0.682,-7.656,0.0459,0.0443,0.0131,0.43,0.854,84.985
6pskPJ0O1dr5ziM9Oyo4Ui,Kind Of Freak,['Cool Company'],0.867,0.561,-6.671,0.078,0.0436,3.8e-06,0.402,0.833,104.007
4xWmsJ6aZCOJqYCCiIFdLR,Floatin',['Cool Company'],0.81,0.41,-6.087,0.2,0.688,0,0.124,0.821,97.918
1AW0ZYsdlWXkNXeuMDqM1C,Bust It Open,['Cool Company'],0.77,0.355,-14.712,0.105,0.447,0.0136,0.177,0.701,131.021
63e35wfL6GMUp0boIvNBhw,HIT EM WHERE IT HURTS,['PawPaw Rod'],0.78,0.721,-6.371,0.214,0.126,0.00235,0.078,0.824,178.036
2IFFKj9orAsQOOS0JRhHAW,JEWELZ,['Anderson .Paak'],0.884,0.653,-7.653,0.0586,0.371,0.00135,0.812,0.766,108.548
0XQypgwTXf0LS7ZGx13XTA,Time (feat. Rhye),"['SG Lewis', 'Rhye']",0.75,0.819,-6.6,0.151,0.0674,0.000979,0.308,0.614,116.054
6tqIes4TjudsjfIpK4P2Jh,Long Beach,['Kota the Friend'],0.809,0.613,-8.402,0.175,0.0685,0,0.107,0.562,104.991
3aXVBYo7jW9CO1od4atawq,Self Care (with COIN) - The Knocks Remix,"['Louis The Child', 'COIN', 'The Knocks']",0.791,0.734,-3.27,0.0766,0.0148,3.76e-06,0.0942,0.772,119.004
25ran9X0iBOYnxFdP6c28n,SUPERBLOOM,['MisterWives'],0.558,0.889,-3.945,0.102,0.191,0.000387,0.328,0.716,170.102
5QGHOeBYDauPtC8yYD3wZZ,Parallel Parking,['Arden Jones'],0.504,0.638,-4.177,0.302,0.14,0,0.0955,0.749,83.791
0N7uBJVtUegyKXKegKgjHX,Someone Else’s Dream,['Absofacto'],0.548,0.76,-2.967,0.0317,0.0881,8.83e-05,0.315,0.58,94.068
5JmJVj3qLsCnBsQ8IC9XLf,Lazy Afternoon,['Rebelution'],0.775,0.678,-6.915,0.0351,0.0112,0.0105,0.125,0.93,147.847
1EiEPGecNb0Ctfc8z6ialX,Sunshine,['Maoli'],0.757,0.705,-5.965,0.182,0.115,2.72e-06,0.0533,0.802,163.368
7IbGa7PhnXHvUOvhELtGgL,Borderline - Blood Orange Remix,"['Tame Impala', 'Blood Orange']",0.48,0.429,-8.848,0.0479,0.355,0.0552,0.114,0.315,174.27
5HsJGA8P5fPzR06i9FQKBr,Halfway Up,['The Brook & The Bluff'],0.477,0.511,-8.843,0.0734,0.638,2.57e-05,0.103,0.488,178.35
61wUA5kA0F88dsakAPSjPg,Everything Is Just a Mess,['The Brook & The Bluff'],0.81,0.471,-10.148,0.0496,0.639,0.00303,0.0774,0.525,111.972
7lR4o63cpYr8zY3nBEPead,It Takes Two,['Fiji Blue'],0.731,0.597,-7.661,0.0567,0.338,0.00114,0.0771,0.863,101.991
7egu63DOhNpivWOpGtzqGS,Lamb's Wool,['Foster The People'],0.433,0.614,-7.594,0.0499,0.111,5.61e-05,0.141,0.233,178.751
6RZmhpvukfyeSURhf4kZ0d,Is It True,['Tame Impala'],0.731,0.664,-5.474,0.0302,0.00307,0.35,0.133,0.661,118.018
1170VohRSx6GwE6QDCHPPH,Kilby Girl,['The Backseat Lovers'],0.329,0.444,-9.973,0.0417,0.0578,0.0352,0.113,0.225,162.279
5uDohC8URXwbGiHAMuKGoa,Rocky,['Still Woozy'],0.734,0.518,-9.514,0.0813,0.556,0.00282,0.111,0.555,101.083
4eA4z7FCy5Fp6mh8acV3GY,Prophet,['King Princess'],0.516,0.833,-3.046,0.108,0.116,0.000414,0.0993,0.605,166.007
0H2EwgDNxFwBY6gPnVmuV2,Questioning My Mind,['Ambar Lucid'],0.453,0.551,-5.187,0.0323,0.487,0.000297,0.0825,0.135,180.118
2WZtkWWGWjGMxQubujRiqZ,Too Late,['Washed Out'],0.43,0.878,-5.061,0.0557,0.126,0.0417,0.123,0.571,195.908
3uxsrlRldPneshvxlXVcYS,Fireworks (feat. Moss Kena & The Knocks),"['Purple Disco Machine', 'Moss Kena', 'The Knocks']",0.754,0.792,-5.278,0.0429,0.0071,3.58e-06,0.153,0.791,118.024
4jJs2ohRchPCc7VrYWpjbN,Can't Stop Cryin',['Austin Manuel'],0.625,0.696,-7.748,0.0316,0.243,0.000361,0.156,0.823,132.99
3ee8Jmje8o58CHK66QrVC2,SAD!,['XXXTENTACION'],0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023
5nN8BwAQDJDguq7Dpd3JQQ,Where Ya At (feat. Drake),['Future'],0.813,0.453,-6.941,0.338,0.0933,0,0.14,0.191,161.997
12d5QFwzh60IIHlsSnAvps,10 Bands,['Drake'],0.825,0.756,-3.687,0.383,0.265,2.15e-06,0.0762,0.888,172.938
05l55Q5FpHrMs06JoYcmrR,Drove U Crazy (feat. Bryson Tiller),['Gucci Mane'],0.885,0.664,-5.247,0.0802,0.141,0,0.336,0.366,124.944
0JP9xo3adEtGSdUEISiszL,Moonlight,['XXXTENTACION'],0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009
2Pr1nZpt8A8WP7QYpyq6L3,Wildflowers,['Tom Petty'],0.537,0.315,-13.79,0.0271,0.588,2.29e-05,0.206,0.575,86.813
6xZZeyW5sOKNUR4MXLlsNX,Coming Undone,['Eric Zayne'],0.603,0.764,-8.927,0.101,0.0109,2.88e-05,0.342,0.483,120.996
7MAibcTli4IisCtbHKrGMh,Leave The Door Open,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",0.586,0.616,-7.964,0.0324,0.182,0,0.0927,0.719,148.088
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),['Justin Bieber'],0.677,0.696,-6.181,0.119,0.321,0,0.42,0.464,90.03
0oHEteATZnAZuA9dl1dXF3,Sensitive,['Dreamer Isioma'],0.601,0.649,-6.979,0.133,0.166,3.35e-05,0.165,0.351,89.73
6tDDoYIxWvMLTdKpjFkc1B,telepatía,['Kali Uchis'],0.653,0.524,-9.016,0.0502,0.112,0,0.203,0.553,83.97
0d6bZwEAi1XblGRhnzPfgC,"Hey, Ma",['Bon Iver'],0.411,0.285,-10.97,0.0306,0.872,0.000354,0.0993,0.213,72.139
2r6OAV3WsYtXuXjvJ1lIDi,Hello (feat. A Boogie Wit da Hoodie),['Pop Smoke'],0.905,0.647,-5.065,0.107,0.0187,0,0.282,0.367,130.97
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","['Jack Harlow', 'Tory Lanez']",0.904,0.723,-5.224,0.26,0.0631,0,0.185,0.835,145.013
0y60itmpH0aPKsFiGxmtnh,Wait a Minute!,['WILLOW'],0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003
4W1hy390P7IYBFbdvwzZBw,For a Minute,['WizTheMc'],0.711,0.778,-6.346,0.0897,0.0273,1.77e-06,0.103,0.827,160.018
6xNkEcbvpPcdSOFKFXNpFL,Amber,['Unusual Demont'],0.884,0.756,-6.831,0.202,0.326,0.0481,0.304,0.784,119.029
4ReJJcpW8HtVnqzhf6DwNV,Close To You,['Dayglow'],0.875,0.649,-5.754,0.0433,0.429,0.00237,0.0704,0.833,140.031
6FG3Th7J72vwIfUqVGSQ9z,Monday,['Kota the Friend'],0.823,0.63,-7.12,0.239,0.177,0,0.234,0.58,100.03
3ClBKQkKoaUQ6UOhe2xlJK,Good News,['Mac Miller'],0.794,0.32,-12.92,0.173,0.853,0.134,0.112,0.241,174.088
2OYfo8xz9nCqXVXqibLq2G,Flaws,['Vancouver Sleep Clinic'],0.474,0.333,-12.727,0.0581,0.889,0.126,0.0955,0.137,69.998
7gUpHwmxXyJ4JVra6UHpKA,Middle Of Nowhere,['Vancouver Sleep Clinic'],0.474,0.425,-11.412,0.0327,0.502,0.00196,0.0873,0.183,123.747
3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,['Masked Wolf'],0.778,0.695,-6.865,0.0913,0.175,0,0.15,0.472,149.996
1QjkA22lyqF46JD1Mh048U,Paul Is Dead,"['Scooter', 'Timmy Trumpet']",0.496,0.868,-4.577,0.0984,0.305,3.9e-05,0.16,0.237,169.861
1K9QXJtypYRMVrfHixmHh3,No Smoke - Benzi & Blush Remix,"['YoungBoy Never Broke Again', 'Blush', 'DJ Benzi']",0.532,0.956,-0.902,0.591,0.0117,0,0.0528,0.613,150.016
0SZPXD0uEl72YjUVY2K3E9,"The Business, Pt. II","['Tiësto', 'Ty Dolla $ign']",0.658,0.747,-6.567,0.0971,0.138,0,0.129,0.326,120.073
7iaygzPTgvZOiERh1oh29x,Maple Leaf Pt.2,['Philanthrope'],0.686,0.143,-14.489,0.104,0.457,0.862,0.0859,0.103,76.041
2rMFawCg4BW65jzbwztXAV,Oh My Dis Side (feat. Quavo),['Travis Scott'],0.459,0.623,-4.45,0.0489,0.352,0,0.131,0.205,126.018
5K3d7Oldfr7zHK2zMTgQqi,Sugarless,['The Field Tapes'],0.533,0.186,-17.297,0.0504,0.958,0.906,0.0877,0.0605,172.387
3lSLTBBOqcH9vZpzZb747j,Snowland Sunset,['Various Artists'],0.718,0.411,-12.436,0.0697,0.895,0.962,0.109,0.707,80.02
7bonsOvl6pQp0w5SqpAr1i,Still Life Dreamtime,['Aviino'],0.37,0.0925,-16.956,0.0705,0.877,0.888,0.119,0.179,136.912
6fkAGXwhsnGecBd1z3dDob,Murmuration,"['Blue Wednesday', 'Shopan']",0.686,0.373,-16.007,0.118,0.532,0.926,0.075,0.203,83.203
5QO79kh1waicV47BqGRL3g,Save Your Tears,['The Weeknd'],0.68,0.826,-5.487,0.0309,0.0212,1.24e-05,0.543,0.644,118.051
0E6uWutxRjIDhleURR92do,cowboy in LA,['LANY'],0.624,0.393,-8.916,0.0333,0.407,0,0.118,0.728,177.963
7KF5uSyMvUa1wYkgqR8QaH,Influenca,['Cindë'],0.819,0.683,-4.767,0.122,0.0578,3.25e-06,0.175,0.643,142.905
3XHrTm6WE2BOHafLwTT3GR,Eyes on Fire,['Blue Foundation'],0.544,0.383,-10.143,0.0334,0.67,0.00204,0.125,0.367,145.025
0VF7YLIxSQKyNiFL3X6MmN,Stargazing,['The Neighbourhood'],0.512,0.483,-7.798,0.0298,0.00304,0.0011,0.12,0.367,160.009
7s0FCUlKnSFjFPzcIJmkwo,Waterfalls Coming Out Your Mouth,['Glass Animals'],0.649,0.553,-7.139,0.034,0.194,0.000553,0.178,0.322,149.004
0r9OkYadpBgYA2bkkrRSsI,Hot Sugar,['Glass Animals'],0.705,0.487,-9.456,0.0587,0.0837,0.028,0.303,0.34,88.616
5Z3trOR982mBrJcPfrLUsq,Cocaine Model,['ZHU'],0.786,0.706,-6.212,0.0537,0.251,0.213,0.142,0.313,120.011
7GiozRoMk95aFl1WbrDdjX,Nobody,"['NOTD', 'Catello']",0.818,0.773,-5.714,0.0579,0.0166,7.64e-06,0.377,0.878,122.016
0q75NwOoFiARAVp4EXU4Bs,Love Galore (feat. Travis Scott),['SZA'],0.795,0.594,-6.2,0.0748,0.112,0,0.162,0.409,135.002
6EW1fwOk4JHmTZKINZsyjB,B.B. King Freestyle (with Drake),"['Lil Wayne', 'Drake']",0.664,0.553,-8.316,0.415,0.455,0,0.181,0.722,87.009
5YSHygGN9D0mID1NsVd5my,Reminds Me Of You,"['Juice WRLD', 'The Kid LAROI']",0.613,0.631,-6.965,0.12,0.0663,0,0.169,0.33,149.992
753grQZkPNIavNSOQIx4iK,Easy (feat. Summer Walker),['Aminé'],0.748,0.664,-4.228,0.183,0.127,0,0.062,0.722,85.041
5QUbOFOkbDlt4ZY7bdL4Am,I Admit It (feat. 24kGoldn),['ZHU'],0.746,0.576,-4.796,0.0345,0.0204,0.0811,0.0959,0.0769,123.036
5l0nX3AhmmF717aKSs8qSH,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),"['Miley Cyrus', 'Stevie Nicks']",0.681,0.737,-5.246,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95
5cYFwgA5dHoqR3xGnlr9ew,I Hope (feat. Charlie Puth),['Gabby Barrett'],0.563,0.576,-6.495,0.0401,0.171,0,0.158,0.412,75.019
5nWVyZaCwtfAkBnwDuXjBh,Spicy (feat. Post Malone),['Ty Dolla $ign'],0.784,0.496,-5.746,0.0435,0.14,0,0.113,0.132,100.002
7xrwlO7d0pINF403SwlqeK,Mean,"['fika', 'Fabich']",0.763,0.537,-8.371,0.146,0.108,0.0015,0.667,0.489,104.02
5FxcDJENpjWY6lL9CnbHgc,go with u - Louis La Roche Remix,['BAYNK'],0.751,0.501,-7.529,0.0588,0.122,0.011,0.111,0.3,111.987
5Rse8If81NbzXL1ARjHOTB,Pretty Please,"['Jackson Wang', 'Galantis']",0.686,0.867,-4.396,0.0449,0.0397,4.18e-05,0.396,0.691,126.068
463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),"['Dua Lipa', 'DaBaby']",0.702,0.825,-3.787,0.0601,0.00883,0,0.0674,0.915,102.977
7y7w4tl4MaRC2UMEj1mPtr,Come & Go (with Marshmello),['Juice WRLD'],0.625,0.814,-5.181,0.0657,0.0172,0,0.158,0.535,144.991
0yjxW8s0Uuk9uKi0Nh9B7T,Run,"['Lane 8', 'This Never Happened']",0.366,0.802,-6.695,0.0357,0.0228,0.644,0.248,0.23,123.889
5XqCz18k96K8tx6DAYM97i,PA' ROMPERLA,['Bad Bunny'],0.772,0.83,-5.019,0.0599,0.016,0,0.0843,0.697,94.011
7nZ9CzhiFRPhOQCn7eDSnn,Vanille fraise,"[""L'Impératrice""]",0.767,0.547,-11.458,0.0474,0.0399,0.485,0.0949,0.66,103.03
5Q4UX8hxcaJEtAE9RtsmSY,FEEL SOMETHING DIFFERENT,"['Bea Miller', 'Aminé']",0.78,0.714,-4.716,0.0943,0.121,1.34e-05,0.244,0.373,124.999
4o0LyB69tylqDG6eTGhmig,Fire for You,['Cannons'],0.737,0.678,-7.011,0.0962,0.114,0.157,0.123,0.698,102.051
2I88NEWpKrAPZuapXNV5G6,Belong to You (feat. 6LACK),['Sabrina Claudio'],0.605,0.553,-10.845,0.101,0.274,0.0152,0.184,0.62,152.076
7r7HYGxvCIXzHicl5DGIxM,You Might Be Sleeping,['Jakob'],0.587,0.561,-9.249,0.0264,0.719,0.342,0.168,0.511,92.602
2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),['Meek Mill'],0.889,0.496,-6.365,0.0905,0.259,0,0.252,0.544,86.003
0TlLq3lA83rQOYtrqBqSct,Nonstop,['Drake'],0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983
3ajiUFrVUHsmU5F2pv3kzd,Audio - CID Remix,"['Sia', 'Diplo', 'Labrinth']",0.524,0.913,-3.069,0.05,0.106,0.000131,0.177,0.644,123.936
0CBQ0m3mufWH75LTYB3s6h,Let It Fly (feat. Travis Scott),['Lil Wayne'],0.902,0.819,-3.321,0.316,0.041,0,0.106,0.745,89.0
2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,['Drake'],0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03
5H0NU2sHWUnWCcZyYlX46X,65th & Ingleside,['Chance the Rapper'],0.792,0.555,-7.038,0.34,0.0394,6.39e-06,0.107,0.084,99.954
4qKcDkK6siZ7Jp1Jb4m0aL,Look Alive (feat. Drake),"['BlocBoy JB', 'Drake']",0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022
7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),"['21 Savage', 'Offset', 'Metro Boomin']",0.88,0.428,-8.28,0.206,0.149,5.05e-05,0.114,0.333,100.007
6M0IsaUX4GNyto4niSegfI,No Option,['Post Malone'],0.575,0.734,-4.949,0.057,0.0757,0,0.241,0.494,83.986
0p0ljM6RxgpGt7wthGqBZa,Finest Hour (feat. Abir),"['Cash Cash', 'ABIR']",0.656,0.729,-4.223,0.0765,0.0789,0,0.133,0.438,95.974
7dt6x5M1jzdTEt8oCbisTK,Better Now,['Post Malone'],0.68,0.578,-5.804,0.04,0.331,0,0.135,0.341,145.038
0NZUqq4iLQddokgtiC44Kb,PIE,['Future'],0.755,0.6,-6.431,0.309,0.144,0,0.117,0.652,155.982
05KOgYg8PGeJyyWBPi5ja8,Free Smoke,['Drake'],0.736,0.491,-6.892,0.439,0.0681,0,0.571,0.203,141.979
0ESJlaM8CE1jRWaNtwSNj8,beibs in the trap,['Travis Scott'],0.743,0.571,-6.054,0.145,0.24,0,0.291,0.495,119.054
4EAV2cKiqKP5UPZmY6dejk,Everyday,['Logic'],0.667,0.741,-4.099,0.0378,0.0425,0,0.0761,0.422,149.908
1XoMhaVxtcVukieSHOpBtn,You & Me,['Skrux'],0.335,0.888,-5.395,0.0887,0.14,0.604,0.171,0.149,139.77
2KtGuSoEszAKKjF7Yovhcg,"Everyday We Lit (feat. PnB Rock, Lil Yachty & Wiz Khalifa) - Remix",['YFN Lucci'],0.746,0.653,-4.691,0.0574,0.13,0,0.17,0.607,155.947
0KbIwqCAHmXWu7hrszXY6j,Party We Will Throw Now!,['Warren G'],0.934,0.562,-4.609,0.24,0.0476,1.31e-06,0.0608,0.712,96.792
1OmcAT5Y8eg5bUPv9qJT4R,rockstar,['Post Malone'],0.58,0.531,-6.631,0.0776,0.128,0.000127,0.143,0.141,159.786
31c9IHwCIONmUYW0jL7Riz,HUMBLE.,['Kendrick Lamar'],0.907,0.591,-7.507,0.105,0.000359,2.81e-05,0.0897,0.418,149.992
7cfvP13Bqb1EyCZQiYsLum,Can’t Take A Joke,['Drake'],0.878,0.432,-9.852,0.143,0.041,0,0.0571,0.441,86.956
2XW4DbS6NddZxRPm5rMCeY,God's Plan,['Drake'],0.758,0.448,-9.441,0.103,0.0309,8.67e-05,0.558,0.373,77.176
1cTZMwcBJT0Ka3UJPXOeeN,Nice For What,['Drake'],0.567,0.913,-6.471,0.0736,0.0934,0.000124,0.114,0.792,93.35
303CrEPtIMzTxCOfdZBEzL,5 shots,['gianni & kyle'],0.919,0.45,-5.737,0.0688,0.135,0,0.0577,0.448,91.976
4P04T22VRDMfG7Yk0SMMxP,Cabin Fever,['Jaden'],0.729,0.874,-5.585,0.0324,0.134,0.00011,0.198,0.917,123.001
05mAIVLkIWc2d1UBYZBCp8,1999,"['Charli XCX', 'Troye Sivan']",0.739,0.742,-4.586,0.0329,0.0227,1.39e-06,0.229,0.659,124.016
1M0hRg4ccFGMqi00ITrxNv,Switch Back,['Quintino'],0.639,0.925,-5.408,0.036,0.000435,0.942,0.341,0.183,128.003
20McUFi8KCIVdNDLrkTDuZ,Goosebumps,['HVME'],0.767,0.659,-7.429,0.0444,0.325,0,0.13,0.439,124.946
1r9RygcEuErbQ5yN5jzlQc,Take It Down (feat. Offset),['Pardison Fontaine'],0.917,0.494,-5.772,0.085,0.0393,0,0.194,0.341,143.048
6fIjnWrv46njJHLDAY2JdC,Dedication (feat. Kendrick Lamar),['Nipsey Hussle'],0.512,0.734,-5.448,0.438,0.431,0,0.226,0.168,93.995
0GwYkXgQdqY4dyRffHw3HT,Have Mercy,['Cordae'],0.794,0.44,-7.861,0.131,0.0806,0,0.198,0.276,138.024
4l6meRCZ5bS8cnMxxMBVvI,High,['AZU'],0.57,0.479,-10.055,0.033,0.306,1.75e-05,0.0887,0.139,99.949
1eA6HGJ1qZXEL7NIFKYrXK,Baby Blue,['Rence'],0.518,0.411,-8.909,0.0335,0.896,0.000716,0.112,0.0782,120.06
0pMfPzdRiPAoSM9yWF4OcT,Golden Hour,['Kacey Musgraves'],0.611,0.555,-6.372,0.0274,0.0952,0,0.11,0.413,88.969
0UHgJn9wcpxZ8r90Ospbrh,At Dizzy's,['Henace'],0.652,0.216,-10.523,0.0752,0.449,0.913,0.123,0.582,83.726
