trackid,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
3o5mL6YGDEpCOQz24n3siY,0.454,0.485,-9.073,0.0826,0.905,0.00114,0.131,0.67,109.338,Pop
0zLClc0emc6qUeV1p5nc99,0.508,0.921,-1.644,0.303,0.246,0,0.221,0.681,93.058,Rock
2pMPWE7PJH1PizfgGRMnR9,0.359,0.367,-7.684,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,Rock
5sqHFfmw7MMc1L85BN8802,0.892,0.548,-8.449,0.33,0.139,0,0.114,0.262,112.962,Rock
0X196cAoW63CLQEL21Prh0,0.922,0.509,-7.637,0.096,0.0783,0,0.211,0.35,112.972,Rock
3waf4rTtGPwAeoSdYrogRr,0.797,0.51,-6.794,0.0837,0.00473,0.302,0.0696,0.0555,109.985,Alternative
5xxWrRREmhXADNU0ATvGWy,0.812,0.694,-5.456,0.218,0.0278,0,0.0385,0.67,170.026,Alternative
6ej9jEXBeQI7PTbx68KHfi,0.538,0.538,-6.601,0.164,0.302,0,0.121,0.389,153.958,Alternative
28b4ttlhy5ZkfL9zbmhX9a,0.753,0.59,-7.074,0.174,0.0708,2.34e-06,0.11,0.456,89.033,Rap/Hip Hop
5HYwRSalrvZC7ZTT8BuDR7,0.491,0.651,-6.772,0.0394,0.164,0.366,0.0995,0.131,126.001,Rap/Hip Hop
19sHeddZ87DEyz41avVK7N,0.41,0.58,-7.106,0.0424,0.708,0.000113,0.0961,0.125,101.259,Electro
7FuiConhfXv0hAo4jwItIm,0.752,0.71,-6.211,0.0345,0.0408,0.000424,0.145,0.76,99.985,Electro
02fFizH6SjzEQQ4BY6eoLl,0.855,0.383,-7.219,0.0401,0.11,0,0.0509,0.961,130.083,R&B
3a0RuyCRfeZwly3mom48nP,0.664,0.705,-7.229,0.0309,0.00292,0.0117,0.154,0.199,104.96,Alternative
2039juQOFMpEuA6P6oOMZ9,0.56,0.711,-6.494,0.0443,0.0113,1.42e-06,0.141,0.404,179.99,R&B
7GPstnufSTScEaw9dMxO9H,0.759,0.342,-9.044,0.0406,0.775,0,0.112,0.22,99.995,Alternative
09zN9QBOHe8795UVOvEtnt,0.497,0.742,-6.353,0.0291,0.00132,0.0395,0.0522,0.209,90.994,Electro
3YlrH4ydAKkxuej6F4Nnkl,0.786,0.69,-4.665,0.04,0.0865,9.03e-05,0.238,0.485,122.006,R&B
1VCHNbal0VtE2plMRzvoho,0.684,0.774,-5.951,0.188,0.26,0,0.108,0.448,84.991,Alternative
1y0uuh9sBYKvo9nRneVNJs,0.596,0.762,-3.637,0.0301,0.0265,0,0.0593,0.486,130.046,Rap/Hip Hop
4qULqxfCRhJAXVc75UupQB,0.704,0.722,-3.524,0.045,0.0522,0,0.0645,0.675,122.094,Electro
3Y9smXGzIcoMzg5UhItDqh,0.576,0.702,-6.025,0.0607,0.0279,1.34e-05,0.313,0.277,144.969,Electro
0aersVHlGGXcHeRvHtuaSt,0.564,0.945,-4.705,0.0493,0.0189,0,0.359,0.399,101.003,Singer & Songwriter
3uEu7hcvgrSOrgnMxzqugh,0.712,0.743,-3.462,0.0627,0.0852,4.16e-06,0.106,0.361,104.008,Electro
3Q95VQL8yWRO8mkF6VoDzi,0.61,0.788,-3.599,0.0646,0.0278,1.06e-06,0.13,0.687,104.934,Alternative
2IqjKEBiz0CdLKdkXhxw84,0.533,0.251,-11.283,0.0372,0.873,0.104,0.134,0.186,77.503,Rock
30IC8IrryMmUW660TmvzYM,0.48,0.69,-5.46,0.134,0.112,0,0.0799,0.489,155.648,Alternative
4QImv4OZnJII6NUMgqqGru,0.74,0.917,-5.389,0.0927,0.0339,0.0863,0.225,0.384,104.98,R&B
6TYWE19e35N7Bn5heHwyY6,0.553,0.564,-7.072,0.0418,0.039,0,0.318,0.31,149.953,Alternative
1fviEsiaU55IDr01HTbi1R,0.607,0.906,-5.27,0.0335,0.0063,0.156,0.128,0.457,111.987,Alternative
1qEE6kxOZYr1bUEPZYnbyH,0.718,0.804,-4.491,0.0608,0.118,0,0.118,0.873,126.999,Alternative
4qqArAiTPueDxIp7cf87h7,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988,Alternative
3bhhM8sG53lsPYRpakieZB,0.628,0.83,-4.13,0.0386,0.223,0,0.151,0.691,104.97,Alternative
7FX3ZWE70VRjsprg5oeECc,0.598,0.914,-3.752,0.0878,0.0106,1.22e-06,0.369,0.531,103.972,Alternative
2f3GPCYUaoOLoQHRXrlMaL,0.681,0.615,-8.536,0.147,0.449,0.000115,0.0884,0.412,137.906,Rap/Hip Hop
0k30XHFINFgMZbGYFVtgHn,0.766,0.609,-3.901,0.0377,0.000504,0,0.0895,0.542,101.012,Rap/Hip Hop
7LhLS1B6KSwg3ODV2gUAlO,0.597,0.924,-4.076,0.0432,0.00208,7.84e-05,0.15,0.881,121.034,Dance
7ygO2E3yfwZVYbzaPdGzed,0.76,0.701,-6.393,0.042,0.232,0.00295,0.07,0.81,140.023,Electro
3BwR5psKNxcyqWoc80eOuq,0.623,0.627,-6.73,0.0518,0.603,0.00908,0.316,0.459,100.04,Alternative
5ujh1I7NZH5agbwf7Hp8Hc,0.716,0.485,-7.745,0.404,0.123,2.69e-05,0.604,0.26,74.132,Alternative
3aGibUHhQyBsyumYHylw0K,0.546,0.651,-7.601,0.3,0.000739,0,0.235,0.646,77.878,Electro
2MYl0er3UZ1RlKwRb5LODh,0.609,0.799,-6.883,0.24,0.33,0,0.108,0.582,157.74,R&B
0IKK48xF4eEdfofyaeKWWO,0.588,0.702,-4.271,0.0496,0.104,0,0.089,0.429,124.909,Alternative
0M5739W3A5JUMBADuPg038,0.718,0.759,-5.747,0.182,0.103,0,0.0455,0.962,93.993,Folk
4EaO2XR7gWaHq8DW7nu1iY,0.472,0.881,-5.252,0.0524,0.0876,0,0.0698,0.502,178.858,Folk
3HYXqOAm2Q8b2OyYqzv8d4,0.71,0.827,-5.244,0.032,0.0437,1.28e-05,0.0896,0.833,110.003,Alternative
2zqd6xGuFVYeh16DN2UAek,0.391,0.786,-3.839,0.0378,0.0476,2.4e-06,0.22,0.556,108.137,R&B
3rwdcyPQ37SSsf1loOpux9,0.542,0.894,-2.879,0.0676,0.0236,0,0.132,0.296,127.947,Alternative
4JJTel4WTX7VeyN3fe5CbS,0.52,0.898,-1.527,0.201,0.0853,0,0.163,0.13,159.855,Alternative
03IztGDdGlV4FkJsyDqVa6,0.373,0.934,-6.055,0.0463,0.172,0.627,0.108,0.283,113.956,Rock
4O9dZs2B0ilk4PEfX2bPEv,0.595,0.696,-5.921,0.0417,0.276,0,0.411,0.533,88.013,Alternative
63hHlajVLQnlFMAqSyePxO,0.32,0.529,-7.595,0.0436,0.27,0.0136,0.0942,0.103,119.898,Alternative
4np1UPhRvjBfYC4f3CaLtI,0.506,0.201,-12.931,0.0294,0.926,0.000411,0.253,0.145,71.925,Rap/Hip Hop
20mFhvJBiNJW4259lXTEQQ,0.452,0.584,-8.639,0.0604,0.048,0.00191,0.259,0.206,75.035,Rap/Hip Hop
1rdfddPgQ1tdGifjjUas67,0.556,0.869,-6.838,0.0915,0.0386,0.0213,0.0729,0.622,168.037,Pop
04Z1hAnLPmUHTKMFLFoXZe,0.703,0.611,-7.031,0.107,0.0619,0.0068,0.349,0.191,97.957,Pop
4IQjoNXWicYPRSl6fmdIv9,0.589,0.547,-5.598,0.0343,0.424,0.0158,0.168,0.417,90.025,Pop
1LRVf5tinDADpaoqg8JN0a,0.642,0.762,-6.455,0.0395,0.00186,0.396,0.166,0.524,97.029,Rap/Hip Hop
511JLiR4EXSjnU8yPdb2yx,0.594,0.224,-10.728,0.0848,0.965,1.5e-06,0.15,0.594,171.894,Pop
5Fy99anhVXvgjqxfjU3pIa,0.569,0.798,-5.844,0.0611,0.0479,0,0.167,0.578,83.004,Pop
29BXCsh4lGLrndprkgYL6O,0.751,0.55,-8.588,0.454,0.361,0,0.162,0.671,119.665,Pop
6aEgrTRLSRQ0FIrvOwcOE6,0.591,0.398,-8.731,0.431,0.624,0,0.539,0.348,105.956,Alternative
7rlCeTnjn0plPZkVAcctPZ,0.699,0.747,-3.453,0.0964,0.274,0,0.486,0.683,126.001,Electro
2hv6PXz7z3csMF5P1jOPrR,0.836,0.851,-4.94,0.125,0.168,3.71e-05,0.0153,0.954,149.994,Electro
7tfFKFzhab4584SHvAlFYB,0.628,0.485,-6.02,0.0733,0.0101,3.79e-06,0.113,0.54,119.881,Electro
7BHrM7SmnxwdIbvpaFwpVv,0.567,0.703,-3.997,0.0439,0.258,6.68e-05,0.103,0.547,109.86,Electro
0XrGlgs6iRG1gYQfEmxJ1i,0.331,0.423,-8.741,0.0744,0.16,0,0.0817,0.225,80.17,Electro
6ueI5IGjsFhfCZIFZ5CI9s,0.584,0.537,-5.646,0.0344,0.495,0.000189,0.397,0.4,79.982,Electro
2Th9BGKvfZG8bKQSACitwG,0.837,0.492,-7.792,0.354,0.371,0.0401,0.102,0.417,85.951,Electro
7yYqzZWbDmrDqbl3WQ2Riy,0.597,0.638,-5.606,0.0445,0.753,0,0.138,0.497,79.966,Electro
451GvHwY99NKV4zdKPRWmv,0.816,0.375,-8.053,0.0996,0.607,8.66e-06,0.0933,0.615,114.303,Electro
6j4PC0PT4A5TI9QitUTV2x,0.577,0.954,-2.56,0.0495,0.00117,0.324,0.288,0.46,95.011,Electro
4mv5scFstr5JbVpB2jG3IS,0.496,0.878,-5.397,0.0507,0.000545,0.191,0.238,0.453,146.023,Electro
4dluREGa7wZ9sLb6qzDVxj,0.855,0.565,-6.771,0.195,0.0627,0.268,0.0967,0.361,100.036,Alternative
2O99aywAVBhaPrsiJ6zbSS,0.547,0.695,-4.969,0.0337,0.108,0.00301,0.14,0.641,144.684,Alternative
1cCbsojaA6GIT7Y3zuMJ1q,0.536,0.526,-9.754,0.181,0.159,0.847,0.128,0.434,167.608,Pop
2X485T9Z5Ly0xyaghN73ed,0.602,0.881,-5.875,0.0443,0.00462,0.0266,0.111,0.577,125.012,R&B
6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,-4.083,0.0284,0.0115,0.00678,0.167,0.785,116.879,Electro
2vDT1uU6hZgdp3PbWGr0Xy,0.765,0.473,-5.829,0.0514,0.287,0,0.391,0.34,119.992,Electro
4SomXw7LvJBCEBBLfZdVU4,0.68,0.716,-6.213,0.0704,0.169,0,0.113,0.537,106.935,Alternative
6JoFnHhpvnz77d9gSVSKe6,0.789,0.746,-6.342,0.0883,0.475,0.000536,0.205,0.705,95.013,Alternative
5Zwemo2WvYE873t19WMFfi,0.656,0.771,-5.491,0.0344,0.00189,0.0426,0.0254,0.219,95.004,Alternative
2l6fPqfcWjbGvqVZBEdRsG,0.713,0.484,-7.856,0.0376,0.351,0.00132,0.115,0.184,125.083,Electro
2d8K1WX9l58m1ON3uAcQRu,0.503,0.146,-14.692,0.0398,0.982,0.0016,0.109,0.385,173.629,Alternative
5d9SYJezRJqMYJBQu1X3Mp,0.782,0.534,-8.35,0.0353,0.261,0.000176,0.37,0.722,93.473,Rap/Hip Hop
1fyhsG1v8CCFVPP5Ijbr9P,0.765,0.311,-10.614,0.0418,0.535,0.613,0.0761,0.498,74.985,Alternative
1btJNBbN2RlGrLgNRIfNPL,0.408,0.327,-8.307,0.0301,0.484,0.429,0.164,0.0403,74.975,Pop
10d7h0DIYmkaWdHg7t7pjt,0.518,0.516,-8.917,0.0377,0.00196,0.348,0.0858,0.0748,139.932,Singer & Songwriter
2r9ub1K7V4PrLRsIA665nS,0.386,0.374,-8.947,0.0369,0.821,2.19e-05,0.0811,0.115,90.221,Pop
14nAduJCKWCpmQznKFxDs6,0.734,0.445,-12.994,0.404,0.0776,0.00365,0.0669,0.0907,127.945,Alternative
0nMqAzCOdTbB4AtNUe2qZ6,0.482,0.842,-5.866,0.309,0.0906,0.00913,0.0904,0.12,97.853,Alternative
6xANFc4ajkfCOCivvrtD7U,0.543,0.453,-10.894,0.132,0.472,0.000131,0.111,0.141,81.689,Alternative
56twMOlq9DJc3EgpVUVIrW,0.419,0.453,-7.685,0.0437,0.539,0,0.0971,0.356,140.327,Alternative
7viVy4Pzl3vbISTFT0Y7BJ,0.402,0.284,-10.722,0.0481,0.882,0,0.702,0.343,148.171,Alternative
2GMp7ZqMsBOnAVgTQOyPNB,0.475,0.768,-5.687,0.054,0.675,0,0.701,0.338,112.103,Alternative
41yIvlFgvGwxq8qTqAR7eG,0.592,0.416,-9.794,0.0246,0.882,0.000586,0.112,0.417,96.002,Alternative
2eiY8qXiV6yReXSeuoplns,0.466,0.496,-6.606,0.0302,0.626,6.22e-06,0.117,0.352,74.747,Alternative
7aUuoq4oMfLxaLa5GVUDHi,0.59,0.578,-5.798,0.0528,0.612,0.000162,0.0837,0.264,81.663,Alternative
7ERguEkLSEa0ebJyFlsPm0,0.73,0.687,-8.385,0.108,0.276,0,0.234,0.626,77.98,Alternative
0mWgH24BxM1Hgb1M3dT0r4,0.537,0.907,-3.693,0.0814,0.000217,0.000389,0.0899,0.834,170.109,Alternative
1w2QVMLZFpTqO44VlwqIKi,0.619,0.691,-5.83,0.0316,0.217,0,0.0991,0.599,90.93,Alternative
5gT6YeDF97X22JuZlrbONW,0.683,0.804,-6.762,0.0745,0.165,0,0.164,0.946,83.955,Reggae
2oPHPB85FXeJX8E5YSdWMF,0.621,0.738,-7.555,0.156,0.45,0,0.129,0.835,169.939,Alternative
0wXtJFhGYMkccpJK0jhaQr,0.669,0.918,-5.044,0.0443,0.022,0,0.39,0.96,148.102,Alternative
2L6TiHsLXcpJ0wnx8I2AFc,0.738,0.897,-3.103,0.0461,0.00285,1.87e-06,0.045,0.903,130.061,R&B
3yBuFPKjJuDCZGK86qXwgo,0.598,0.534,-7.446,0.123,0.13,0,0.0848,0.359,171.757,Alternative
0Dw5XQ7j8o8Umpf647VrR8,0.691,0.637,-7.814,0.0615,0.101,0,0.146,0.632,153.95,Alternative
5heOAaL1BhaT4DbKKwvBiB,0.804,0.519,-5.48,0.14,0.00393,0.000428,0.111,0.732,163.962,Alternative
5mQjdE8ujLsXjBrlOkUYBg,0.794,0.476,-4.337,0.0558,0.354,0.00307,0.332,0.471,129.827,Alternative
7IaecDGUsRDMlQ8fS2seW6,0.547,0.814,-9.771,0.037,0.00658,0.00307,0.308,0.409,90.017,Alternative
0W12ePntnQj0KbroHIiFM9,0.576,0.93,-2.349,0.0571,0.00177,0.251,0.107,0.321,102.996,Alternative
1ZYh7sWLNwtzqNX19AZY5Q,0.326,0.574,-9.101,0.322,0.0171,0.000643,0.331,0.379,79.421,Alternative
0oH6dm5Mc0zzUfe8NERSvL,0.603,0.601,-7.511,0.126,0.00225,0.0358,0.123,0.239,103.985,Alternative
3Np3DKcOQuraKONOVVMxGJ,0.557,0.275,-13.659,0.111,0.237,2.67e-06,0.636,0.197,92.147,Pop
0i4Zkb6Ts5JqLJIAMNzSSl,0.752,0.743,-6.161,0.299,0.281,2.45e-06,0.543,0.485,89.065,Dance
28pdIEbChDEj6JdhAuuXU9,0.471,0.503,-6.213,0.162,0.627,5.62e-05,0.478,0.175,90.237,Rap/Hip Hop
0Do59HJNKcUliLc888Y2eT,0.752,0.638,-6.184,0.0608,0.462,4.68e-06,0.0597,0.699,134.01,Rap/Hip Hop
5ho74ZlMvEbyhFutCd8SGg,0.591,0.874,-4.224,0.0562,0.00153,1.45e-05,0.0602,0.775,89.998,Rap/Hip Hop
03YZnK3XQWKpvo9TyNZzXf,0.418,0.688,-5.515,0.0265,0.212,0.00964,0.705,0.319,150.03,Rap/Hip Hop
62ZXL1CWLJDiDWUZUhfLfU,0.551,0.813,-4.25,0.0621,0.0155,5.82e-06,0.105,0.568,97.557,Alternative
35GS3Vh3ouARXMpsmZeXJy,0.465,0.866,-2.716,0.0388,0.00406,0.0029,0.0993,0.633,164.078,Alternative
1huRm0I1QxVb1pJziyCSRh,0.675,0.8,-4.58,0.0324,0.002,0.0405,0.0861,0.889,124.999,Alternative
4AewKenHXKBt643p473xCk,0.542,0.867,-5.26,0.0813,0.0226,0.00347,0.116,0.326,134.984,Pop
2IDaot6HBRmqldvBjCp0iA,0.571,0.811,-5.497,0.0903,0.024,0.000191,0.121,0.601,166.066,Alternative
2YbsyXJGfZRnnl93Rk4JzW,0.716,0.51,-6.206,0.0281,0.0202,4.38e-06,0.112,0.307,93.005,Alternative
79768hVMwOfHlrnu5KNJdO,0.527,0.415,-16.475,0.0588,0.719,0.863,0.0623,0.322,110.041,Electro
7FO0x7JjF1g2cHgR8jTOCo,0.571,0.3,-15.611,0.119,0.57,6.99e-06,0.0949,0.0479,134.921,Pop
5kTx5PWQYF5ARuIVbkQalW,0.479,0.348,-9.708,0.029,0.55,0.0025,0.104,0.147,86.374,Pop
5EZlHutUfiJI0m3Yew3RF7,0.645,0.793,-8.621,0.0345,0.175,0,0.134,0.613,94.216,Alternative
4Nu5ExZU76OSYlLq1uR88K,0.529,0.652,-6.323,0.0261,0.17,7.01e-06,0.0875,0.442,87.974,Pop
2Eu1m3tEeCW2ppIWRsHHgt,0.576,0.765,-3.726,0.0398,0.126,6.99e-05,0.106,0.444,99.971,Electro
1rtv2Qo1W2Rosrk1r9Khmw,0.616,0.656,-5.396,0.0472,0.0737,0.000324,0.281,0.54,79.969,Reggae
1GJNXjCzhaqivYTKVvm5lh,0.535,0.361,-5.445,0.126,0.511,3.42e-06,0.113,0.566,98.116,Rock
6JORMMQcK7e4hIF0FCYMxs,0.509,0.453,-7.897,0.0337,0.716,0.57,0.347,0.126,130.014,Pop
0yZjQXV6BsOKUY6S0OigkO,0.734,0.625,-6.7,0.0378,0.329,0.0547,0.145,0.475,130.095,Pop
7uWVT3UkCAZyANvv0bdyQn,0.752,0.489,-5.233,0.137,0.11,3.57e-06,0.202,0.373,108.005,Alternative
4KjnaUNYPwGnJjoeTFlt91,0.528,0.708,-5.879,0.207,0.264,0,0.308,0.781,97.8,Alternative
6UNcSlmYEoRFANqx8EqjiL,0.812,0.694,-5.456,0.218,0.0278,0,0.0385,0.67,170.026,Alternative
0BLPuaA32HDg6AJTUT4WMl,0.554,0.805,-3.128,0.0597,0.0279,0,0.359,0.697,98.981,Pop
0N3W5peJUQtI4eyR6GJT5O,0.884,0.657,-4.569,0.0977,0.00589,0,0.154,0.489,107.059,Pop
1WT11QmhZutciEv1NsHt1R,0.567,0.525,-9.043,0.75,0.665,0,0.708,0.416,86.935,Alternative
7A3ETuOrieyx9KSF0sn0Zf,0.443,0.635,-5.404,0.223,0.455,2.07e-05,0.285,0.672,93.742,Alternative
7L5OD7dPaSUTKrVClotd7Q,0.559,0.816,-8.835,0.363,0.0316,0,0.129,0.707,86.811,Electro
5Qr4EzrrvzNJoBNGyKeBEe,0.655,0.83,-7.249,0.27,0.365,0,0.117,0.658,98.969,Electro
2UOYzhusMTypF7oAQwksCj,0.731,0.661,-6.562,0.376,0.145,0,0.12,0.369,87.912,Electro
1ZOd9cvaPwhcxUNEZzZhnX,0.385,0.485,-9.806,0.329,0.881,0.16,0.155,0.159,170.94,Electro
0CjJqkWOpIUXdem5hUcxAk,0.615,0.743,-4.58,0.325,0.254,0,0.665,0.515,111.914,Alternative
3ODXRUPL44f04cCacwiCLC,0.541,0.809,-4.286,0.324,0.708,0,0.72,0.753,120.094,Alternative
72zXaXaqfhcm3Of8xpYb8c,0.744,0.662,-7.786,0.0813,0.102,0.00142,0.0795,0.458,110.015,Rap/Hip Hop
5k2cG12epcVdHzGKM8nYPM,0.719,0.731,-6.176,0.0709,0.0303,0,0.0961,0.962,81.065,Alternative
1RHQ7op28N0Zwo4c3yDIA4,0.426,0.398,-9.553,0.0539,0.455,0.00393,0.0873,0.113,139.252,Electro
3xFRKoxzpae9D4iFs7P1co,0.697,0.619,-7.254,0.0362,0.00271,0.0438,0.408,0.427,109.964,Alternative
73xsMXuRNB3yqLeNc7NXBq,0.675,0.547,-4.999,0.0481,0.114,7.97e-05,0.0678,0.365,75.003,Pop
4cBo7CNbtTkyoAK2BnToqv,0.578,0.58,-8.37,0.0662,0.57,0.00242,0.0787,0.386,180.117,Pop
15u8XbXuzZvFxx5vbNU5LW,0.611,0.858,-4.581,0.0363,0.00185,0.00727,0.23,0.959,131.997,Alternative
1XCpTCBHoG6JFzQA1mm5EX,0.728,0.707,-7.082,0.306,0.143,0.218,0.0371,0.781,177.905,Alternative
79nopNMm3rJSUfQfMkG0Ur,0.793,0.449,-9.243,0.136,0.415,2.02e-06,0.0642,0.46,109.982,Alternative
37USlegCLu0v62VVacWNAI,0.767,0.355,-10.031,0.0445,0.146,0,0.298,0.288,119.992,Alternative
2wVFk82wYsoimKqBLqTm71,0.642,0.919,-6.496,0.0343,0.032,0.0017,0.126,0.292,107.004,Alternative
1G65CPugae3iLdMWPweWTX,0.603,0.673,-5.41,0.0433,0.511,3.21e-06,0.081,0.33,139.88,Alternative
3avkukh8YOH70Feex4cIRG,0.368,0.745,-4.207,0.0508,0.275,0,0.0959,0.188,136.495,Alternative
14wv4HMZ12pHhsU2BWSSvW,0.599,0.477,-6.883,0.0749,0.421,0.000145,0.0845,0.467,94.007,Alternative
6vyFAHVKIsp3pdyhlOKMAz,0.455,0.525,-9.225,0.149,0.802,0,0.226,0.383,83.237,Singer & Songwriter
7trx783SvnHhKkmgSSTIFJ,0.554,0.337,-10.189,0.0351,0.581,0,0.0871,0.216,89.961,Alternative
465hVdgg75kPgRdpJfEFFT,0.641,0.531,-7.243,0.157,0.0492,0,0.118,0.194,135.564,Alternative
0HsGh7cboYz6cVMIyFrQ8j,0.679,0.63,-6.83,0.158,0.758,7.06e-05,0.111,0.558,123.082,Electro
7jdBp6gDHrCK0YVKuqrU8d,0.631,0.537,-6.896,0.0242,0.448,2.22e-06,0.0819,0.379,96.969,Rap/Hip Hop
7e2lRhdJQ6vH4EwOrIMb4g,0.386,0.38,-11.475,0.0999,0.00977,0.283,0.566,0.123,113.466,Dance
7pgdadFc6S5mCOTM8KPJ1j,0.407,0.86,-3.93,0.0642,0.0837,0.0252,0.199,0.375,147.948,Electro
21vtyMs7mkb0ji9llNXGm4,0.684,0.621,-6.781,0.0517,0.276,0.068,0.116,0.595,89.006,Electro
0FkD5vWb8VfgOPXAAy7fkA,0.652,0.514,-8.363,0.146,0.447,0,0.108,0.571,132.051,Electro
4NFIAz3mPVBIoVwlAqe1jj,0.493,0.77,-6.18,0.235,0.398,0,0.619,0.628,88.208,Dance
34yJBX5uzdCK0QwoLlAsp3,0.466,0.454,-11.629,0.102,0.693,0.00966,0.109,0.229,170.071,Pop
4WFBCLi7VSaTEfNdeYIFXH,0.528,0.656,-6.178,0.0945,0.197,1.08e-05,0.126,0.175,149.894,Pop
5Os7Z7SPgvZfBQp1zt4wEN,0.585,0.615,-8.887,0.0449,0.0297,0.389,0.225,0.192,135.998,Pop
5P0QUzxnExXOnLVoansY0z,0.635,0.614,-6.75,0.0367,0.369,0,0.219,0.686,91.076,Pop
4yBnKUHioZxK5QWC7Ta5kR,0.648,0.509,-7.751,0.323,0.0884,0,0.0692,0.197,139.935,Pop
3K5gwyzGXY5q0aeMM9U8xS,0.753,0.599,-6.999,0.331,0.0673,0,0.093,0.81,159.744,Pop
0Wd1ag8Z1nITfE87KO74et,0.577,0.614,-6.857,0.0358,0.00126,0.000423,0.0949,0.493,92.998,Alternative
5j1iBBibOcgGaapwex5dwF,0.554,0.6,-7.092,0.0544,0.000332,0.0626,0.132,0.315,172.062,Pop
7yLdsSgvUrUXlSlpfBuoCA,0.688,0.509,-6.762,0.318,0.396,0.000152,0.129,0.362,114.965,Pop
4eTVpfb9fISH1FV4APpX2T,0.593,0.392,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,Folk
7okkcgSQ6HV2VTzQi02s36,0.513,0.542,-10.491,0.17,0.106,0,0.161,0.809,171.167,Pop
1HD2FECukbh9xY4IOq8qRE,0.674,0.697,-8.766,0.0344,0.106,0.223,0.0936,0.0395,110.003,Alternative
4tQcyj5488alHT1ZgFduzn,0.624,0.729,-4.747,0.198,0.415,0,0.135,0.334,87.948,Alternative
6y0igZArWVi6Iz0rj35c1Y,0.54,0.59,-4.359,0.0528,0.446,0,0.14,0.267,119.878,Dance
6hj7rfEI1u8xIL60V1uUKt,0.43,0.436,-4.816,0.119,0.17,0,0.128,0.217,90.053,Pop
6VUhm47nVadRxTfYrdcelX,0.718,0.475,-10.501,0.112,0.596,0.00595,0.107,0.104,130.004,Pop
60pea6CYtGidnFhCSNfax8,0.583,0.676,-7.639,0.173,0.0193,0,0.1,0.61,71.838,Pop
33KE5MDXjlH3YD8UHsopvH,0.531,0.608,-6.749,0.0325,0.6,0.908,0.0865,0.265,149.921,Pop
4KHoA5qhUxrvye9Ku4dyqT,0.652,0.527,-9.629,0.0293,0.0514,3.09e-05,0.0961,0.0978,90.006,Pop
1WoJEWUPjhCTwfbOeUjoCI,0.734,0.535,-7.674,0.2,0.623,0.0111,0.108,0.418,80.048,Pop
3kbjhJgBeA9KuAu0Y1CwIa,0.87,0.434,-9.179,0.0329,0.615,0,0.0999,0.622,114.991,Alternative
6yEbpQ36g7WX6zVnIDclds,0.516,0.335,-11.93,0.0309,0.61,0,0.121,0.163,129.88,Electro
4zue49ajFgZYg8S0iD4zno,0.536,0.712,-5.284,0.237,0.316,0,0.462,0.379,71.902,Electro
3jfr0TF6DQcOLat8gGn7E2,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03,Alternative
0t6eWxZFkm89DuTj8tJ2fz,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,67.528,Electro
2v8X6L6j0kbUPXDZwtXvXU,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,Alternative
7ArHv3Ry2dWHFwQ8b5BoON,0.505,0.698,-5.563,0.0297,0.33,0.0887,0.0966,0.599,115.013,Alternative
5T0N6xybJyZq34R1807OTt,0.757,0.308,-13.66,0.0449,0.851,0,0.097,0.47,107.948,Pop
6L2Eoo8Dzx60hARXy7TCic,0.447,0.744,-8.57,0.0378,0.0709,0.00367,0.349,0.476,95.189,Pop
1bEfe3IX7GT7gsCtfSVye5,0.559,0.781,-5.337,0.0306,0.00737,0.566,0.129,0.671,117.912,Pop
2qwuNv5V05sYymzbJGONxK,0.61,0.806,-6.049,0.287,0.196,0,0.09,0.471,78.785,Alternative
6kBsF8yfYdC7VqIFiuCLnv,0.499,0.83,-5.795,0.393,0.556,3.1e-06,0.222,0.676,82.624,Pop
63wlUcpD7LiFbBueVQAis7,0.797,0.527,-8.191,0.166,0.302,0.0281,0.124,0.125,99.993,Pop
3Xi8swTwqLNUyIUoXbsNyS,0.577,0.782,-7.084,0.0931,0.451,0.000726,0.0813,0.3,149.978,Alternative
1o22EcqsCANhwYdaNOSdwS,0.702,0.607,-6.509,0.0405,0.364,0.0271,0.123,0.436,116.969,Alternative
1BaOhe084eXesllCBZXHYn,0.716,0.275,-10.013,0.0547,0.754,1.85e-05,0.147,0.352,63.513,Alternative
7fC4vEcC3RxrWYdkCiAlv1,0.486,0.783,-5.036,0.0286,0.000771,0.000698,0.107,0.275,93.986,Alternative
5EA06TsQmqmQXZiEhr1AaM,0.427,0.465,-6.595,0.0291,0.461,5.52e-05,0.154,0.458,112.137,Alternative
2J4fQRVLF7MlqlydFcOTYT,0.832,0.428,-7.301,0.0425,0.234,0.0051,0.0802,0.73,93.007,Alternative
0DTClHc5h4amnE2hLi4HTq,0.542,0.609,-5.773,0.116,0.0625,0,0.338,0.389,117.93,Alternative
4PmhYS3x1JrTe7BFgUmKKB,0.802,0.426,-11.337,0.0702,0.752,0.00132,0.198,0.924,93.113,Pop
